aluno_id,ano_letivo,nivel,ano_turma,turma,disciplina,fase,nota_exame_original,escala_original,nota_exame_norm_0_20,nota_p1,nota_p2,nota_p3,cif,cfd,epoca_atipica
559,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE2,78,0-200,7.8,10,10,10,10,9,False
559,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,MAT.A,CE1,55,0-200,5.5,8,8,9,10,9,False
559,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,MAT.A,CE2,82,0-200,8.2,8,8,9,10,9,False
559,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,PORT.,CE1,72,0-200,7.2,12,11,13,13,13,False
559,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,PORT.,CE2,128,0-200,12.8,12,11,13,13,13,False
562,2011/2012,Ensino Secundário,11º,11/12 - 11º ANO B,GEOG.A,CE1,85,0-200,8.5,14,14,13,13,12,False
562,2012/2013,Ensino Secundário,12º,12/13 - 12º ANO B,HIST.A,CE1,157,0-200,15.7,15,15,15,14,15,False
562,2012/2013,Ensino Secundário,12º,12/13 - 12º ANO B,PORT.,CE1,117,0-200,11.7,15,14,15,15,14,False
564,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A2,FILO.,CE1,136,0-200,13.6,15,15,15,16,16,False
564,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A2,FILO.,CE2,159,0-200,15.9,15,15,15,16,16,False
564,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE1,60,0-200,6.0,9,9,10,12,12,False
564,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE2,90,0-200,9.0,9,9,10,12,12,False
567,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A2,BIO.GEO.,CE1,172,0-200,17.2,18,18,18,18,18,False
567,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE1,198,0-200,19.8,18,19,19,19,19,False
567,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A2,MAT.A,CE1,197,0-200,19.7,19,18,20,19,19,False
567,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A2,MAT.A,CE2,185,0-200,18.5,19,18,20,19,19,False
567,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A2,PORT.,CE1,163,0-200,16.3,16,17,17,17,17,False
575,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO A2,BIO.GEO.,CE1,90,0-200,9.0,14,13,14,13,12,False
575,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE1,75,0-200,7.5,12,12,12,13,13,False
575,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE2,115,0-200,11.5,12,12,12,13,13,False
575,2015/2016,Ensino Secundário,12º,15/16 - 12º ANO A2,MAT.A,CE1,73,0-200,7.3,9,10,12,12,11,False
575,2015/2016,Ensino Secundário,12º,15/16 - 12º ANO A2,MAT.A,CE2,71,0-200,7.1,9,10,12,12,11,False
575,2015/2016,Ensino Secundário,12º,15/16 - 12º ANO A2,PORT.,CE1,131,0-200,13.1,15,14,15,15,15,False
575,2015/2016,Ensino Secundário,12º,15/16 - 12º ANO A2,PORT.,CE2,152,0-200,15.2,15,14,15,15,15,False
576,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO C,FILO.,CE1,115,0-200,11.5,11,12,11,13,13,False
576,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO C,LIT.PORT.,CE1,50,0-200,5.0,10,10,11,13,14,False
576,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO C,LIT.PORT.,CE2,150,0-200,15.0,10,10,11,13,14,False
576,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO C,HIST.A,CE1,78,0-200,7.8,14,14,14,14,12,False
576,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO C,HIST.A,CE2,43,0-200,4.3,14,14,14,14,12,False
576,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO C,PORT.,CE1,110,0-200,11.0,13,12,14,14,14,False
576,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO C,PORT.,CE2,126,0-200,12.6,13,12,14,14,14,False
578,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,BIO.GEO.,CE1,107,0-200,10.7,12,14,13,13,13,False
578,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,BIO.GEO.,CE2,130,0-200,13.0,12,14,13,13,13,False
578,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE1,129,0-200,12.9,12,14,14,13,13,False
578,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,MAT.A,CE1,124,0-200,12.4,14,12,12,12,12,False
578,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,MAT.A,CE2,95,0-200,9.5,14,12,12,12,12,False
578,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,PORT.,CE1,141,0-200,14.1,15,14,14,14,14,False
586,2021/2022,Ensino Secundário,11º,21/22 - 11º ANO A1,BIO.GEO.,CE2,185,0-200,18.5,17,16,17,17,17,True
588,2010/2011,Ensino Secundário,10º,10º ANO A,FÍS.QUÍM.A,CE1,77,0-200,7.7,9,8,8,8,10,False
588,2011/2012,Ensino Secundário,11º,11/12 - 11º ANO A,BIO.GEO.,CE1,65,0-200,6.5,8,9,9,10,10,False
588,2011/2012,Ensino Secundário,11º,11/12 - 11º ANO A,MAT.A,CE1,67,0-200,6.7,7,7,10,9,10,False
588,2011/2012,Ensino Secundário,11º,11/12 - 11º ANO A,MAT.A,CE2,95,0-200,9.5,7,7,10,9,10,False
588,2012/2013,Ensino Secundário,12º,12/13 - 12º ANO A,PORT.,CE1,95,0-200,9.5,11,12,12,11,11,False
591,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO B,ECON.A,CE1,112,0-200,11.2,10,11,11,12,12,False
591,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO B,ECON.A,CE2,71,0-200,7.1,10,11,11,12,12,False
591,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO B,FILO.,CE1,100,0-200,10.0,13,12,12,12,11,False
591,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO B,MAT.A,CE1,117,0-200,11.7,9,8,10,10,11,False
591,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO B,PORT.,CE1,108,0-200,10.8,11,12,12,12,12,False
591,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO B,PORT.,CE2,109,0-200,10.9,11,12,12,12,12,False
595,2013/2014,Ensino Secundário,11º,13/14 - 11º ANO A,BIO.GEO.,CE1,110,0-200,11.0,13,14,13,14,13,False
595,2013/2014,Ensino Secundário,11º,13/14 - 11º ANO A,FÍS.QUÍM.A,CE1,118,0-200,11.8,16,15,15,15,14,False
595,2014/2015,Ensino Secundário,12º,14/15 - 12º ANO A,MAT.A,CE1,96,0-200,9.6,8,10,11,13,12,False
595,2014/2015,Ensino Secundário,12º,14/15 - 12º ANO A,PORT.,CE1,135,0-200,13.5,12,12,13,13,13,False
596,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A2,FÍS.QUÍM.A,CE1,125,0-200,12.5,14,14,14,14,14,False
596,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A2,GEO.DESC.A,CE1,195,0-200,19.5,18,17,18,19,19,False
596,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A2,MAT.A,CE1,118,0-200,11.8,15,15,15,15,16,False
596,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A2,MAT.A,CE2,175,0-200,17.5,15,15,15,15,16,False
596,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A2,PORT.,CE1,96,0-200,9.6,14,13,14,15,14,False
596,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A2,PORT.,CE2,115,0-200,11.5,14,13,14,15,14,False
597,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A1,BIO.GEO.,CE1,127,0-200,12.7,14,13,14,15,14,False
597,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A1,BIO.GEO.,CE2,129,0-200,12.9,14,13,14,15,14,False
597,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE1,145,0-200,14.5,15,15,15,16,16,False
600,2010/2011,Ensino Secundário,10º,10º ANO A,GEO.DESC.A,CE1,153,0-200,15.3,8,10,9,9,15,False
600,2011/2012,Ensino Secundário,11º,11/12 - 11º ANO A,FÍS.QUÍM.A,CE1,73,0-200,7.3,12,11,11,11,10,False
600,2012/2013,Ensino Secundário,12º,12/13 - 12º ANO A,MAT.A,CE1,56,0-200,5.6,11,11,11,12,12,False
600,2012/2013,Ensino Secundário,12º,12/13 - 12º ANO A,MAT.A,CE2,105,0-200,10.5,11,11,11,12,12,False
600,2012/2013,Ensino Secundário,12º,12/13 - 12º ANO A,PORT.,CE1,65,0-200,6.5,10,10,10,11,10,False
600,2012/2013,Ensino Secundário,12º,12/13 - 12º ANO A,PORT.,CE2,61,0-200,6.1,10,10,10,11,10,False
617,2013/2014,Ensino Secundário,11º,13/14 - 11º ANO B,ECON.A,CE1,105,0-200,10.5,11,12,13,13,12,False
617,2013/2014,Ensino Secundário,11º,13/14 - 11º ANO B,ECON.A,CE2,105,0-200,10.5,11,12,13,13,12,False
617,2013/2014,Ensino Secundário,11º,13/14 - 11º ANO B,GEOG.A,CE1,112,0-200,11.2,12,13,14,14,14,False
617,2013/2014,Ensino Secundário,11º,13/14 - 11º ANO B,GEOG.A,CE2,129,0-200,12.9,12,13,14,14,14,False
617,2014/2015,Ensino Secundário,12º,14/15 - 12º ANO B,PORT.,CE1,116,0-200,11.6,13,13,15,14,13,False
617,2014/2015,Ensino Secundário,12º,14/15 - 12º ANO B,PORT.,CE2,119,0-200,11.9,13,13,15,14,13,False
624,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO B,ECON.A,CE1,149,0-200,14.9,15,16,16,16,16,False
624,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO B,FILO.,CE1,145,0-200,14.5,17,15,16,16,16,False
624,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO B,MAT.A,CE1,145,0-200,14.5,16,17,18,17,17,False
624,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO B,MAT.A,CE2,160,0-200,16.0,16,17,18,17,17,False
624,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO B,PORT.,CE1,135,0-200,13.5,15,14,15,14,14,False
625,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO C,FILO.,CE1,140,0-200,14.0,14,14,15,14,14,False
625,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO C,LIT.PORT.,CE1,158,0-200,15.8,15,17,17,17,17,False
625,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO C,HIST.A,CE1,111,0-200,11.1,14,14,15,12,12,False
625,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO C,PORT.,CE1,136,0-200,13.6,11,12,12,13,13,False
626,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO C,FILO.,CE1,107,0-200,10.7,8,8,9,10,10,False
629,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE1,108,0-200,10.8,10,10,11,12,12,False
629,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE2,104,0-200,10.4,10,10,11,12,12,False
629,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO A2,GEO.DESC.A,CE1,95,0-200,9.5,17,16,19,16,14,False
629,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO A2,GEO.DESC.A,CE2,102,0-200,10.2,17,16,19,16,14,False
629,2015/2016,Ensino Secundário,12º,15/16 - 12º ANO A2,MAT.A,CE1,136,0-200,13.6,13,15,14,14,14,False
629,2015/2016,Ensino Secundário,12º,15/16 - 12º ANO A2,MAT.A,CE2,147,0-200,14.7,13,15,14,14,14,False
629,2015/2016,Ensino Secundário,12º,15/16 - 12º ANO A2,PORT.,CE1,115,0-200,11.5,13,13,13,14,13,False
633,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A2,FILO.,CE1,192,0-200,19.2,17,18,19,18,18,False
633,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,155,0-200,15.5,13,15,16,15,15,False
636,2015/2016,Ensino Secundário,11º,15/16 - 11º ANO A1,BIO.GEO.,CE1,65,0-200,6.5,8,7,,5,8,False
636,2015/2016,Ensino Secundário,11º,15/16 - 11º ANO A1,BIO.GEO.,CE2,80,0-200,8.0,8,7,,5,8,False
636,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,BIO.GEO.,CE1,70,0-200,7.0,8,9,9,10,15,False
636,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,BIO.GEO.,CE2,145,0-200,14.5,8,9,9,10,15,False
636,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE1,81,0-200,8.1,10,9,10,10,10,False
636,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE2,61,0-200,6.1,10,9,10,10,10,False
636,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,PORT.,CE1,115,0-200,11.5,14,13,13,13,13,False
637,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO D,GEO.DESC.A,CE1,69,0-200,6.9,11,12,11,11,11,False
637,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO D,GEO.DESC.A,CE2,103,0-200,10.3,11,12,11,11,11,False
637,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO D,HCA,CE1,105,0-200,10.5,10,11,11,11,11,False
640,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO A2,FILO.,CE1,157,0-200,15.7,18,18,18,17,17,False
640,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE1,146,0-200,14.6,16,15,15,16,16,False
640,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE2,129,0-200,12.9,16,15,15,16,16,False
640,2015/2016,Ensino Secundário,12º,15/16 - 12º ANO A2,MAT.A,CE1,139,0-200,13.9,13,14,15,15,15,False
640,2015/2016,Ensino Secundário,12º,15/16 - 12º ANO A2,PORT.,CE1,165,0-200,16.5,17,16,17,17,17,False
649,2021/2022,Ensino Secundário,11º,21/22 - 11º ANO A2,FÍS.QUÍM.A,CE2,132,0-200,13.2,15,16,16,15,15,True
656,2020/2021,Ensino Secundário,11º,20/21 - 11º ANO A1,BIO.GEO.,CE2,156,0-200,15.6,16,16,17,17,17,True
656,2020/2021,Ensino Secundário,11º,20/21 - 11º ANO A1,FÍS.QUÍM.A,CE2,157,0-200,15.7,16,17,18,17,17,True
660,2020/2021,Ensino Secundário,12º,20/21 - 12º ANO B2,PORT.,CE2,138,0-200,13.8,12,13,13,13,13,True
669,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO D,HCA,CE1,152,0-200,15.2,13,13,13,13,14,False
669,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO D,DES.A,CE1,158,0-200,15.8,16,16,17,17,17,False
669,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO D,PORT.,CE1,106,0-200,10.6,12,11,12,13,12,False
694,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A1,BIO.GEO.,CE1,139,0-200,13.9,16,15,15,15,15,False
694,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A1,BIO.GEO.,CE2,158,0-200,15.8,16,15,15,15,15,False
694,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE1,151,0-200,15.1,16,17,17,16,16,False
694,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE2,148,0-200,14.8,16,17,17,16,16,False
697,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,FÍS.QUÍM.A,CE1,68,0-200,6.8,14,13,14,14,13,False
697,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,FÍS.QUÍM.A,CE2,117,0-200,11.7,14,13,14,14,13,False
697,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,GEO.DESC.A,CE1,120,0-200,12.0,14,15,15,15,14,False
697,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO A,MAT.A,CE1,128,0-200,12.8,14,13,15,15,14,False
697,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO A,MAT.A,CE2,129,0-200,12.9,14,13,15,15,14,False
697,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO A,PORT.,CE1,145,0-200,14.5,11,12,13,13,14,False
699,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO B,ECON.A,CE1,65,0-200,6.5,10,11,12,12,11,False
699,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO B,ECON.A,CE2,66,0-200,6.6,10,11,12,12,11,False
699,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO B,GEOG.A,CE1,102,0-200,10.2,9,11,11,12,11,False
699,2015/2016,Ensino Secundário,12º,15/16 - 12º ANO B,PORT.,CE1,106,0-200,10.6,12,10,11,11,11,False
703,2015/2016,Ensino Secundário,11º,15/16 - 11º ANO B,ECON.A,CE1,77,0-200,7.7,12,10,12,12,11,False
703,2015/2016,Ensino Secundário,11º,15/16 - 11º ANO B,GEOG.A,CE1,122,0-200,12.2,14,14,13,14,13,False
703,2016/2017,Ensino Secundário,12º,16/17 - 12º ANO B,MAT.A,CE1,151,0-200,15.1,14,13,17,15,15,False
703,2016/2017,Ensino Secundário,12º,16/17 - 12º ANO B,MAT.A,CE2,160,0-200,16.0,14,13,17,15,15,False
703,2016/2017,Ensino Secundário,12º,16/17 - 12º ANO B,PORT.,CE1,137,0-200,13.7,14,15,15,13,13,False
705,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO B,GEOG.A,CE1,106,0-200,10.6,13,13,12,13,12,False
707,2020/2021,Ensino Secundário,11º,20/21 - 11º ANO A2,FÍS.QUÍM.A,CE2,113,0-200,11.3,17,18,17,18,18,True
712,2021/2022,Ensino Secundário,11º,21/22 - 11º ANO B1,ECON.A,CE2,135,0-200,13.5,10,10,13,12,12,True
721,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO B,FILO.,CE1,138,0-200,13.8,15,14,13,12,13,False
721,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO B,FILO.,CE2,82,0-200,8.2,15,14,13,12,13,False
721,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO B,HIST. B,CE1,129,0-200,12.9,8,10,12,13,13,False
724,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO C,GEOG.A,CE1,116,0-200,11.6,15,15,15,13,13,False
730,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO B1,ECON.A,CE1,117,0-200,11.7,9,10,10,10,11,False
730,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO B1,GEOG.A,CE1,127,0-200,12.7,12,13,13,14,14,False
731,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A2,BIO.GEO.,CE1,96,0-200,9.6,11,12,12,13,12,False
731,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A2,BIO.GEO.,CE2,101,0-200,10.1,11,12,12,13,12,False
731,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE1,118,0-200,11.8,10,11,12,11,11,False
731,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE2,114,0-200,11.4,10,11,12,11,11,False
731,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A2,MAT.A,CE1,108,0-200,10.8,11,11,11,10,10,False
731,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A2,PORT.,CE1,117,0-200,11.7,14,14,15,16,15,False
732,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO B,ECON.A,CE1,120,0-200,12.0,12,14,14,15,14,False
732,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO B,ECON.A,CE2,117,0-200,11.7,12,14,14,15,14,False
732,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO B,GEOG.A,CE1,137,0-200,13.7,14,14,14,15,15,False
732,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO B,MAT.A,CE1,77,0-200,7.7,12,10,11,11,11,False
732,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO B,MAT.A,CE2,116,0-200,11.6,12,10,11,11,11,False
732,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO B,PORT.,CE1,131,0-200,13.1,13,14,15,14,14,False
732,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO B,PORT.,CE2,131,0-200,13.1,13,14,15,14,14,False
742,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A1,BIO.GEO.,CE1,148,0-200,14.8,16,17,17,17,17,False
742,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A1,BIO.GEO.,CE2,169,0-200,16.9,16,17,17,17,17,False
742,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE1,166,0-200,16.6,18,18,17,17,18,False
742,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE2,189,0-200,18.9,18,18,17,17,18,False
742,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A1,MAT.A,CE1,178,0-200,17.8,18,17,18,18,18,False
742,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A1,PORT.,CE1,188,0-200,18.8,19,19,19,19,19,False
753,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,177,0-200,17.7,18,19,18,18,18,False
753,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A2,GEO.DESC.A,CE1,185,0-200,18.5,20,20,20,20,20,False
753,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A2,GEO.DESC.A,CE2,200,0-200,20.0,20,20,20,20,20,False
758,2011/2012,Ensino Secundário,11º,11/12 - 11º ANO B,GEOG.A,CE1,139,0-200,13.9,15,14,14,14,14,False
758,2012/2013,Ensino Secundário,12º,12/13 - 12º ANO B,HIST.A,CE1,178,0-200,17.8,15,14,15,14,15,False
758,2012/2013,Ensino Secundário,12º,12/13 - 12º ANO B,PORT.,CE1,136,0-200,13.6,14,13,14,13,13,False
762,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO C,FILO.,CE1,173,0-200,17.3,16,16,15,15,16,False
762,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO C,GEOG.A,CE1,98,0-200,9.8,14,14,14,14,13,False
762,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO C,HIST.A,CE1,110,0-200,11.0,12,15,14,14,13,False
762,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO C,PORT.,CE1,165,0-200,16.5,14,14,15,15,16,False
763,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,BIO.GEO.,CE1,135,0-200,13.5,16,16,17,16,15,False
763,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,FÍS.QUÍM.A,CE1,120,0-200,12.0,16,17,17,17,16,False
763,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO A,MAT.A,CE1,157,0-200,15.7,15,14,14,15,15,False
763,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO A,PORT.,CE1,181,0-200,18.1,17,17,17,17,17,False
766,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,FÍS.QUÍM.A,CE1,65,0-200,6.5,12,12,11,12,11,False
766,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,GEO.DESC.A,CE1,47,0-200,4.7,8,10,10,10,9,False
766,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,GEO.DESC.A,CE2,35,0-200,3.5,8,10,10,10,9,False
766,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO A,MAT.A,CE1,85,0-200,8.5,11,7,10,13,12,False
766,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO A,MAT.A,CE2,90,0-200,9.0,11,7,10,13,12,False
766,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO A,PORT.,CE1,136,0-200,13.6,13,13,12,13,13,False
767,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,BIO.GEO.,CE1,143,0-200,14.3,16,17,18,18,17,False
767,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,FÍS.QUÍM.A,CE1,170,0-200,17.0,19,19,19,19,18,False
767,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO A,MAT.A,CE1,161,0-200,16.1,19,19,19,19,19,False
767,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO A,MAT.A,CE2,193,0-200,19.3,19,19,19,19,19,False
767,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO A,PORT.,CE1,165,0-200,16.5,16,17,17,17,17,False
768,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,BIO.GEO.,CE1,57,0-200,5.7,10,11,12,13,12,False
768,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,BIO.GEO.,CE2,88,0-200,8.8,10,11,12,13,12,False
768,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,FÍS.QUÍM.A,CE1,62,0-200,6.2,11,11,11,12,10,False
770,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO C,GEOG.A,CE1,115,0-200,11.5,12,11,12,12,12,False
770,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO C,GEOG.A,CE2,108,0-200,10.8,12,11,12,12,12,False
770,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO C,LIT.PORT.,CE1,160,0-200,16.0,13,13,15,14,15,False
770,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO C,HIST.A,CE1,136,0-200,13.6,17,16,17,15,15,False
770,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO C,HIST.A,CE2,143,0-200,14.3,17,16,17,15,15,False
770,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO C,PORT.,CE1,160,0-200,16.0,15,15,16,15,15,False
771,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,BIO.GEO.,CE1,82,0-200,8.2,11,11,11,11,10,False
771,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,BIO.GEO.,CE2,60,0-200,6.0,11,11,11,11,10,False
771,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,FÍS.QUÍM.A,CE1,62,0-200,6.2,10,11,11,11,10,False
771,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO A,MAT.A,CE1,75,0-200,7.5,10,10,10,10,10,False
771,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO A,MAT.A,CE2,86,0-200,8.6,10,10,10,10,10,False
771,2013/2014,Ensino Secundário,12º,13/14 - 12º ANO A,PORT.,CE1,136,0-200,13.6,10,13,12,12,13,False
772,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,BIO.GEO.,CE1,113,0-200,11.3,17,16,17,17,15,False
772,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,FÍS.QUÍM.A,CE1,126,0-200,12.6,16,17,18,18,17,False
775,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,FÍS.QUÍM.A,CE1,50,0-200,5.0,12,13,13,12,11,False
775,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,FÍS.QUÍM.A,CE2,104,0-200,10.4,12,13,13,12,11,False
775,2012/2013,Ensino Secundário,11º,12/13 - 11º ANO A,GEO.DESC.A,CE1,159,0-200,15.9,16,17,17,16,16,False
