aluno_id,ano_letivo,nivel,ano_turma,turma,disciplina,fase,nota_exame_original,escala_original,nota_exame_norm_0_20,nota_p1,nota_p2,nota_p3,cif,cfd,epoca_atipica
2,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A2,BIO.GEO.,CE1,155,0-200,15.5,15,15,16,16,16,False
2,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE1,161,0-200,16.1,14,15,17,16,17,False
2,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE2,183,0-200,18.3,14,15,17,16,17,False
2,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A2,MAT.A,CE1,186,0-200,18.6,18,19,19,18,18,False
2,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A2,PORT.,CE1,157,0-200,15.7,17,18,18,17,17,False
8,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO B,ECON.A,CE1,76,0-200,7.6,8,10,10,11,10,False
8,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO B,FILO.,CE1,104,0-200,10.4,12,12,11,11,11,False
8,2015/2016,Ensino Secundário,12º,15/16 - 12º ANO C,PORT.,CE1,117,0-200,11.7,12,10,11,11,11,False
11,2020/2021,Ensino Secundário,11º,20/21 - 11º ANO A2,FÍS.QUÍM.A,CE2,118,0-200,11.8,14,15,15,15,15,True
11,2021/2022,Ensino Secundário,12º,21/22 - 12º ANO A2,MAT.A,CE2,157,0-200,15.7,12,11,14,15,15,True
13,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A2,FÍS.QUÍM.A,CE1,116,0-200,11.6,17,16,16,16,15,False
13,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A2,GEO.DESC.A,CE1,195,0-200,19.5,17,19,20,19,19,False
13,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A2,MAT.A,CE1,190,0-200,19.0,19,17,18,18,18,False
13,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A2,PORT.,CE1,120,0-200,12.0,13,13,14,13,13,False
22,2020/2021,Ensino Secundário,11º,20/21 - 11º ANO D,GEO.DESC.A,CE2,160,0-200,16.0,16,16,18,17,17,True
23,2021/2022,Ensino Secundário,12º,21/22 - 12º ANO A2,MAT.A,CE1,118,0-200,11.8,7,8,8,9,12,True
23,2021/2022,Ensino Secundário,12º,21/22 - 12º ANO A2,MAT.A,CE2,62,0-200,6.2,7,8,8,9,12,True
27,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO B1,ECON.A,CE1,118,0-200,11.8,15,16,16,16,15,False
27,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO B1,ECON.A,CE2,135,0-200,13.5,15,16,16,16,15,False
27,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO B1,GEOG.A,CE1,119,0-200,11.9,16,16,16,15,15,False
27,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO B1,GEOG.A,CE2,136,0-200,13.6,16,16,16,15,15,False
28,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO D,HCA,CE1,149,0-200,14.9,10,10,10,10,12,False
34,2020/2021,Ensino Secundário,11º,20/21 - 11º ANO A1,BIO.GEO.,CE2,161,0-200,16.1,17,18,18,18,18,True
34,2020/2021,Ensino Secundário,11º,20/21 - 11º ANO A1,FÍS.QUÍM.A,CE2,167,0-200,16.7,16,17,18,18,18,True
37,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A1,BIO.GEO.,CE1,125,0-200,12.5,11,11,12,13,13,False
37,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A1,BIO.GEO.,CE2,101,0-200,10.1,11,11,12,13,13,False
37,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE1,132,0-200,13.2,12,14,13,13,13,False
37,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE2,96,0-200,9.6,12,14,13,13,13,False
37,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A1,MAT.A,CE1,169,0-200,16.9,15,15,20,15,16,False
37,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A1,PORT.,CE1,117,0-200,11.7,11,11,11,12,12,False
40,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A2,FILO.,CE1,126,0-200,12.6,14,15,16,16,15,False
40,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,160,0-200,16.0,12,15,15,15,15,False
43,2021/2022,Ensino Secundário,12º,21/22 - 12º ANO B,MAT.A,CE2,154,0-200,15.4,14,14,16,17,17,True
58,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO A1,BIO.GEO.,CE1,125,0-200,12.5,15,14,15,15,14,False
58,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO A1,FÍS.QUÍM.A,CE1,147,0-200,14.7,14,13,14,15,15,False
58,2014/2015,Ensino Secundário,11º,14/15 - 11º ANO A1,FÍS.QUÍM.A,CE2,150,0-200,15.0,14,13,14,15,15,False
58,2015/2016,Ensino Secundário,12º,15/16 - 12º ANO A1,MAT.A,CE1,119,0-200,11.9,15,18,18,16,17,False
58,2015/2016,Ensino Secundário,12º,15/16 - 12º ANO A1,MAT.A,CE2,179,0-200,17.9,15,18,18,16,17,False
58,2015/2016,Ensino Secundário,12º,15/16 - 12º ANO A1,PORT.,CE1,138,0-200,13.8,15,17,16,16,15,False
62,2021/2022,Ensino Secundário,11º,21/22 - 11º ANO A1,BIO.GEO.,CE2,119,0-200,11.9,11,10,10,11,11,True
62,2021/2022,Ensino Secundário,11º,21/22 - 11º ANO A1,FÍS.QUÍM.A,CE2,74,0-200,7.4,9,7,8,10,10,True
71,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO D,GEO.DESC.A,CE1,152,0-200,15.2,14,16,17,17,16,False
71,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO D,MAT.B,CE1,165,0-200,16.5,15,16,16,16,16,False
71,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO D,DES.A,CE1,166,0-200,16.6,17,18,18,18,18,False
71,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO D,PORT.,CE1,127,0-200,12.7,14,14,14,15,14,False
73,2015/2016,Ensino Secundário,11º,15/16 - 11º ANO C,GEOG.A,CE1,120,0-200,12.0,14,14,14,14,13,False
73,2015/2016,Ensino Secundário,11º,15/16 - 11º ANO C,GEOG.A,CE2,101,0-200,10.1,14,14,14,14,13,False
73,2016/2017,Ensino Secundário,12º,16/17 - 12º ANO C,HIST.A,CE1,105,0-200,10.5,12,12,12,13,12,False
73,2016/2017,Ensino Secundário,12º,16/17 - 12º ANO C,HIST.A,CE2,108,0-200,10.8,12,12,12,13,12,False
73,2016/2017,Ensino Secundário,12º,16/17 - 12º ANO C,PORT.,CE1,96,0-200,9.6,12,13,14,13,12,False
81,2021/2022,Ensino Secundário,11º,21/22 - 11º ANO A2,FÍS.QUÍM.A,CE2,150,0-200,15.0,13,15,16,15,15,True
82,2021/2022,Ensino Secundário,11º,21/22 - 11º ANO A2,BIO.GEO.,CE2,161,0-200,16.1,17,17,18,18,18,True
82,2021/2022,Ensino Secundário,11º,21/22 - 11º ANO A2,FÍS.QUÍM.A,CE2,162,0-200,16.2,17,18,17,18,18,True
92,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO D,GEO.DESC.A,CE1,138,0-200,13.8,18,15,16,15,15,False
92,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO D,MAT.B,CE1,105,0-200,10.5,12,12,13,13,12,False
92,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO D,DES.A,CE1,127,0-200,12.7,16,16,17,17,16,False
92,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO D,DES.A,CE2,129,0-200,12.9,16,16,17,17,16,False
92,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO D,PORT.,CE1,85,0-200,8.5,11,11,11,11,10,False
107,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A2,FILO.,CE1,101,0-200,10.1,14,13,13,13,13,False
107,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO C,PORT.,CE1,127,0-200,12.7,13,13,15,14,14,False
108,2011/2012,Ensino Secundário,11º,11/12 - 11º ANO A,BIO.GEO.,CE1,120,0-200,12.0,13,14,14,15,14,False
108,2011/2012,Ensino Secundário,11º,11/12 - 11º ANO A,FÍS.QUÍM.A,CE1,126,0-200,12.6,16,15,16,17,16,False
108,2012/2013,Ensino Secundário,12º,12/13 - 12º ANO A,MAT.A,CE1,115,0-200,11.5,16,15,16,16,15,False
108,2012/2013,Ensino Secundário,12º,12/13 - 12º ANO A,PORT.,CE1,121,0-200,12.1,15,15,15,15,14,False
116,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A2,BIO.GEO.,CE1,156,0-200,15.6,17,16,16,16,16,False
116,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A2,BIO.GEO.,CE2,152,0-200,15.2,17,16,16,16,16,False
116,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE1,170,0-200,17.0,18,17,18,17,17,False
116,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE2,170,0-200,17.0,18,17,18,17,17,False
116,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A2,MAT.A,CE1,176,0-200,17.6,18,17,18,18,18,False
116,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A2,MAT.A,CE2,185,0-200,18.5,18,17,18,18,18,False
116,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A2,PORT.,CE1,166,0-200,16.6,17,17,18,17,17,False
118,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A3,FILO.,CE1,128,0-200,12.8,16,15,14,14,14,False
118,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE1,127,0-200,12.7,14,14,14,15,14,False
118,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A3,MAT.A,CE1,170,0-200,17.0,15,15,16,15,16,False
118,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A3,PORT.,CE1,150,0-200,15.0,13,13,13,13,14,False
123,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,BIO.GEO.,CE1,127,0-200,12.7,15,16,16,17,17,False
123,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FILO.,CE1,178,0-200,17.8,18,18,19,18,18,False
123,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE1,166,0-200,16.6,18,17,18,18,18,False
123,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,MAT.A,CE1,178,0-200,17.8,17,18,17,18,18,False
123,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,PORT.,CE1,116,0-200,11.6,15,14,14,15,14,False
124,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A1,BIO.GEO.,CE1,156,0-200,15.6,14,15,15,16,16,False
124,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A1,BIO.GEO.,CE2,139,0-200,13.9,14,15,15,16,16,False
124,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE1,158,0-200,15.8,17,16,16,17,17,False
124,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE2,173,0-200,17.3,17,16,16,17,17,False
124,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A1,MAT.A,CE1,177,0-200,17.7,18,18,18,18,18,False
124,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A1,PORT.,CE1,159,0-200,15.9,16,17,18,18,17,False
125,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,BIO.GEO.,CE1,106,0-200,10.6,15,14,14,15,14,False
125,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE1,102,0-200,10.2,14,14,13,14,13,False
125,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,MAT.A,CE1,95,0-200,9.5,14,12,11,14,13,False
125,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,PORT.,CE1,131,0-200,13.1,17,17,17,17,16,False
136,2021/2022,Ensino Secundário,11º,21/22 - 11º ANO C,FILO.,CE2,136,0-200,13.6,14,12,13,13,13,True
146,2020/2021,Ensino Secundário,11º,20/21 - 11º ANO A1,BIO.GEO.,CE2,130,0-200,13.0,13,14,14,14,14,True
146,2020/2021,Ensino Secundário,11º,20/21 - 11º ANO A1,FÍS.QUÍM.A,CE2,112,0-200,11.2,14,15,15,15,15,True
152,2020/2021,Ensino Secundário,11º,20/21 - 11º ANO B,ECON.A,CE2,170,0-200,17.0,11,12,13,14,14,True
152,2020/2021,Ensino Secundário,11º,20/21 - 11º ANO B,FILO.,CE2,135,0-200,13.5,16,17,18,16,16,True
152,2021/2022,Ensino Secundário,12º,21/22 - 12º ANO B,MAT.A,CE2,112,0-200,11.2,11,11,12,13,13,True
164,2010/2011,Ensino Secundário,10º,10º ANO A,BIO.GEO.,CE1,140,0-200,14.0,14,14,15,15,15,False
164,2011/2012,Ensino Secundário,11º,11/12 - 11º ANO A,BIO.GEO.,CE1,140,0-200,14.0,14,14,14,15,15,False
164,2011/2012,Ensino Secundário,11º,11/12 - 11º ANO A,FÍS.QUÍM.A,CE1,146,0-200,14.6,17,18,17,18,17,False
164,2012/2013,Ensino Secundário,12º,12/13 - 12º ANO A,MAT.A,CE1,180,0-200,18.0,18,18,19,18,18,False
164,2012/2013,Ensino Secundário,12º,12/13 - 12º ANO A,PORT.,CE1,138,0-200,13.8,13,14,14,15,15,False
165,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,BIO.GEO.,CE1,97,0-200,9.7,11,11,11,12,11,False
165,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE1,101,0-200,10.1,13,13,12,13,13,False
165,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE2,131,0-200,13.1,13,13,12,13,13,False
165,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,PORT.,CE1,99,0-200,9.9,12,12,12,13,12,False
167,2015/2016,Ensino Secundário,11º,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE1,51,0-200,5.1,8,8,8,10,9,False
167,2015/2016,Ensino Secundário,11º,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE2,62,0-200,6.2,8,8,8,10,9,False
167,2015/2016,Ensino Secundário,11º,15/16 - 11º ANO A2,GEO.DESC.A,CE1,45,0-200,4.5,10,10,,5,9,False
167,2015/2016,Ensino Secundário,11º,15/16 - 11º ANO A2,GEO.DESC.A,CE2,87,0-200,8.7,10,10,,5,9,False
169,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,BIO.GEO.,CE1,86,0-200,8.6,12,13,13,14,13,False
169,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,BIO.GEO.,CE2,100,0-200,10.0,12,13,13,14,13,False
169,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE1,126,0-200,12.6,14,14,14,15,14,False
169,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE2,133,0-200,13.3,14,14,14,15,14,False
169,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,MAT.A,CE1,109,0-200,10.9,14,15,14,15,14,False
169,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,PORT.,CE1,125,0-200,12.5,16,16,17,17,16,False
172,2021/2022,Ensino Secundário,11º,21/22 - 11º ANO A2,FÍS.QUÍM.A,CE2,178,0-200,17.8,19,19,19,19,19,True
175,2021/2022,Ensino Secundário,11º,21/22 - 11º ANO A1,BIO.GEO.,CE2,176,0-200,17.6,14,14,14,14,14,True
175,2021/2022,Ensino Secundário,11º,21/22 - 11º ANO A1,FÍS.QUÍM.A,CE2,111,0-200,11.1,15,15,16,15,15,True
178,2021/2022,Ensino Secundário,12º,21/22 - 12º ANO A3,MAT.A,CE2,165,0-200,16.5,8,9,10,10,10,True
182,2021/2022,Ensino Secundário,11º,21/22 - 11º ANO A2,FÍS.QUÍM.A,CE2,161,0-200,16.1,16,17,19,17,17,True
184,2020/2021,Ensino Secundário,11º,20/21 - 11º ANO A2,FÍS.QUÍM.A,CE2,139,0-200,13.9,17,17,16,16,16,True
187,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,BIO.GEO.,CE1,92,0-200,9.2,10,11,11,12,11,False
187,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE1,121,0-200,12.1,12,14,13,13,13,False
187,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,MAT.A,CE1,138,0-200,13.8,14,15,16,15,15,False
187,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,MAT.A,CE2,126,0-200,12.6,14,15,16,15,15,False
187,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,PORT.,CE1,105,0-200,10.5,13,13,13,14,13,False
189,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,BIO.GEO.,CE1,195,0-200,19.5,19,19,20,20,20,False
189,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE1,186,0-200,18.6,20,20,20,20,20,False
189,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,MAT.A,CE1,198,0-200,19.8,20,20,20,20,20,False
189,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,PORT.,CE1,193,0-200,19.3,19,20,20,20,20,False
190,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,BIO.GEO.,CE1,178,0-200,17.8,18,18,19,19,19,False
190,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE1,174,0-200,17.4,19,19,19,19,19,False
190,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE2,179,0-200,17.9,19,19,19,19,19,False
190,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,MAT.A,CE1,185,0-200,18.5,20,19,20,20,20,False
190,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,MAT.A,CE2,200,0-200,20.0,20,19,20,20,20,False
190,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,PORT.,CE1,165,0-200,16.5,17,17,18,18,18,False
193,2013/2014,Ensino Secundário,11º,13/14 - 11º ANO A,FÍS.QUÍM.A,CE1,166,0-200,16.6,19,18,19,19,18,False
193,2013/2014,Ensino Secundário,11º,13/14 - 11º ANO A,GEO.DESC.A,CE1,189,0-200,18.9,18,18,19,19,19,False
193,2014/2015,Ensino Secundário,12º,14/15 - 12º ANO A,MAT.A,CE1,189,0-200,18.9,19,17,19,19,19,False
193,2014/2015,Ensino Secundário,12º,14/15 - 12º ANO A,MAT.A,CE2,196,0-200,19.6,19,17,19,19,19,False
193,2014/2015,Ensino Secundário,12º,14/15 - 12º ANO A,PORT.,CE1,149,0-200,14.9,15,16,18,18,17,False
215,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A1,FILO.,CE1,170,0-200,17.0,15,15,16,17,17,False
215,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE1,170,0-200,17.0,16,16,16,17,17,False
215,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A1,MAT.A,CE1,177,0-200,17.7,18,17,17,17,17,False
215,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A1,PORT.,CE1,145,0-200,14.5,17,16,17,16,16,False
218,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,99,0-200,9.9,13,14,13,13,12,False
218,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A2,GEO.DESC.A,CE1,97,0-200,9.7,19,19,15,13,12,False
220,2011/2012,Ensino Secundário,11º,11/12 - 11º ANO A,FÍS.QUÍM.A,CE1,148,0-200,14.8,18,18,18,18,17,False
220,2011/2012,Ensino Secundário,11º,11/12 - 11º ANO A,GEO.DESC.A,CE1,190,0-200,19.0,20,20,20,19,19,False
220,2012/2013,Ensino Secundário,12º,12/13 - 12º ANO A,MAT.A,CE1,179,0-200,17.9,18,18,19,19,19,False
220,2012/2013,Ensino Secundário,12º,12/13 - 12º ANO A,PORT.,CE1,128,0-200,12.8,14,15,15,16,15,False
223,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,BIO.GEO.,CE1,136,0-200,13.6,12,13,14,15,15,False
223,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE1,126,0-200,12.6,13,15,14,15,14,False
223,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,MAT.A,CE1,103,0-200,10.3,13,13,13,15,14,False
223,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,MAT.A,CE2,132,0-200,13.2,13,13,13,15,14,False
223,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,PORT.,CE1,166,0-200,16.6,15,16,16,16,16,False
224,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A1,BIO.GEO.,CE1,113,0-200,11.3,10,10,10,10,10,False
224,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE1,60,0-200,6.0,9,10,10,10,9,False
224,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE2,75,0-200,7.5,9,10,10,10,9,False
232,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO B1,ECON.A,CE1,137,0-200,13.7,17,17,17,18,17,False
232,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO B1,ECON.A,CE2,144,0-200,14.4,17,17,17,18,17,False
232,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO B1,FILO.,CE1,138,0-200,13.8,16,16,16,16,17,False
232,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO B1,FILO.,CE2,188,0-200,18.8,16,16,16,16,17,False
234,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,BIO.GEO.,CE1,117,0-200,11.7,15,15,15,16,15,False
234,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,BIO.GEO.,CE2,140,0-200,14.0,15,15,15,16,15,False
234,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE1,135,0-200,13.5,15,16,16,17,16,False
234,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE2,118,0-200,11.8,15,16,16,17,16,False
234,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,MAT.A,CE1,128,0-200,12.8,16,15,14,16,15,False
234,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,PORT.,CE1,132,0-200,13.2,17,16,17,17,16,False
234,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,PORT.,CE2,136,0-200,13.6,17,16,17,17,16,False
235,2021/2022,Ensino Secundário,12º,21/22 - 12º ANO B,MAT.A,CE2,103,0-200,10.3,9,9,9,11,11,True
239,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A1,BIO.GEO.,CE1,107,0-200,10.7,10,10,11,12,12,False
239,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A1,BIO.GEO.,CE2,103,0-200,10.3,10,10,11,12,12,False
239,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A1,FILO.,CE1,146,0-200,14.6,14,13,14,14,14,False
244,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE1,177,0-200,17.7,18,19,19,19,19,False
244,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE2,178,0-200,17.8,18,19,19,19,19,False
244,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A3,GEO.DESC.A,CE1,200,0-200,20.0,20,20,20,20,20,False
244,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A3,MAT.A,CE1,200,0-200,20.0,19,19,19,19,19,False
244,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A3,PORT.,CE1,149,0-200,14.9,16,17,18,17,16,False
247,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,BIO.GEO.,CE1,146,0-200,14.6,13,14,14,15,15,False
247,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE1,110,0-200,11.0,14,15,15,15,15,False
247,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE2,135,0-200,13.5,14,15,15,15,15,False
247,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,MAT.A,CE1,157,0-200,15.7,16,17,17,17,17,False
247,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,MAT.A,CE2,178,0-200,17.8,16,17,17,17,17,False
247,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A1,PORT.,CE1,133,0-200,13.3,15,15,15,15,14,False
249,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A2,FÍS.QUÍM.A,CE1,118,0-200,11.8,17,17,17,16,16,False
249,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A2,FÍS.QUÍM.A,CE2,146,0-200,14.6,17,17,17,16,16,False
249,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A2,GEO.DESC.A,CE1,181,0-200,18.1,18,16,17,17,17,False
249,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A2,MAT.A,CE1,177,0-200,17.7,17,17,17,17,17,False
249,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A2,PORT.,CE1,90,0-200,9.0,12,13,14,13,12,False
249,2017/2018,Ensino Secundário,12º,17/18 - 12º ANO A2,PORT.,CE2,107,0-200,10.7,12,13,14,13,12,False
256,2020/2021,Ensino Secundário,11º,20/21 - 11º ANO A2,FÍS.QUÍM.A,CE2,135,0-200,13.5,16,17,17,17,17,True
261,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE1,148,0-200,14.8,14,14,15,15,15,False
261,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE2,158,0-200,15.8,14,14,15,15,15,False
261,2017/2018,Ensino Secundário,11º,17/18 - 11º ANO A3,GEO.DESC.A,CE1,171,0-200,17.1,19,17,17,18,18,False
261,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A3,MAT.A,CE1,163,0-200,16.3,16,17,16,16,16,False
261,2018/2019,Ensino Secundário,12º,18/19 - 12º ANO A3,PORT.,CE1,172,0-200,17.2,16,16,16,16,16,False
264,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,112,0-200,11.2,10,13,13,12,12,False
264,2018/2019,Ensino Secundário,11º,18/19 - 11º ANO A2,GEO.DESC.A,CE1,170,0-200,17.0,13,16,17,15,16,False
266,2011/2012,Ensino Secundário,11º,11/12 - 11º ANO B,GEOG.A,CE1,120,0-200,12.0,16,15,14,14,13,False
266,2012/2013,Ensino Secundário,12º,12/13 - 12º ANO B,HIST.A,CE1,160,0-200,16.0,16,17,16,17,17,False
266,2012/2013,Ensino Secundário,12º,12/13 - 12º ANO B,PORT.,CE1,155,0-200,15.5,17,17,17,17,17,False
270,2016/2017,Ensino Secundário,11º,16/17 - 11º ANO A1,BIO.GEO.,CE1,159,0-200,15.9,16,16,17,17,17,False
