aluno_id,ano_letivo,turma,disciplina,fase,nota_exame_norm_0_20,nota_p1,nota_p2,nota_p3,cif
1165,2013/2014,13/14 - 12º ANO B,PORT.,CE1,15.0,14,14,14,13
1169,2014/2015,14/15 - 11º ANO A1,BIO.GEO.,CE1,7.8,12,12,13,14
1169,2014/2015,14/15 - 11º ANO A1,FILO.,CE1,14.9,14,15,15,15
1169,2015/2016,15/16 - 12º ANO A1,PORT.,CE1,12.0,14,16,14,15
1169,2015/2016,15/16 - 12º ANO A1,PORT.,CE2,13.7,14,16,14,15
1181,2014/2015,14/15 - 11º ANO B,ECON.A,CE1,15.1,17,18,18,18
1181,2014/2015,14/15 - 11º ANO B,GEOG.A,CE1,12.5,17,18,19,19
1181,2015/2016,15/16 - 12º ANO B,MAT.A,CE1,14.0,15,15,17,17
1181,2015/2016,15/16 - 12º ANO B,MAT.A,CE2,18.3,15,15,17,17
1181,2015/2016,15/16 - 12º ANO B,PORT.,CE1,18.5,18,16,17,17
1184,2016/2017,16/17 - 11º ANO A2,FÍS.QUÍM.A,CE1,14.0,18,18,18,18
1184,2016/2017,16/17 - 11º ANO A2,FÍS.QUÍM.A,CE2,18.7,18,18,18,18
1184,2016/2017,16/17 - 11º ANO A2,GEO.DESC.A,CE1,18.7,17,18,19,19
1184,2017/2018,17/18 - 12º ANO A2,MAT.A,CE1,13.9,18,18,19,19
1184,2017/2018,17/18 - 12º ANO A2,MAT.A,CE2,19.1,18,18,19,19
1184,2017/2018,17/18 - 12º ANO A2,PORT.,CE1,15.5,18,18,20,19
1194,2016/2017,16/17 - 11º ANO B,ECON.A,CE1,8.6,16,16,15,16
1194,2016/2017,16/17 - 11º ANO B,ECON.A,CE2,11.2,16,16,15,16
1194,2016/2017,16/17 - 11º ANO B,GEOG.A,CE1,12.1,14,14,14,15
1194,2017/2018,17/18 - 12º ANO B,PORT.,CE1,8.2,12,13,13,14
1194,2017/2018,17/18 - 12º ANO B,PORT.,CE2,10.0,12,13,13,14
1197,2014/2015,14/15 - 11º ANO B,ECON.A,CE1,12.9,14,16,17,17
1197,2014/2015,14/15 - 11º ANO B,ECON.A,CE2,12.9,14,16,17,17
1197,2014/2015,14/15 - 11º ANO B,GEOG.A,CE1,16.0,14,16,17,17
1197,2015/2016,15/16 - 12º ANO B,MAT.A,CE1,12.8,14,14,16,14
1197,2015/2016,15/16 - 12º ANO B,MAT.A,CE2,14.7,14,14,16,14
1197,2015/2016,15/16 - 12º ANO B,PORT.,CE1,8.9,14,14,15,14
1197,2015/2016,15/16 - 12º ANO B,PORT.,CE2,11.5,14,14,15,14
1198,2015/2016,15/16 - 11º ANO B,ECON.A,CE1,9.0,14,13,15,15
1198,2015/2016,15/16 - 11º ANO B,ECON.A,CE2,14.6,14,13,15,15
1198,2015/2016,15/16 - 11º ANO B,GEOG.A,CE1,10.2,12,12,12,13
1198,2015/2016,15/16 - 11º ANO B,GEOG.A,CE2,13.0,12,12,12,13
1198,2016/2017,16/17 - 12º ANO B,MAT.A,CE1,8.9,9,10,10,11
1198,2016/2017,16/17 - 12º ANO B,PORT.,CE1,10.6,10,11,12,12
1199,2013/2014,13/14 - 11º ANO A,FÍS.QUÍM.A,CE1,7.2,12,11,12,12
1199,2013/2014,13/14 - 11º ANO A,GEO.DESC.A,CE1,11.7,12,11,13,12
1199,2014/2015,14/15 - 12º ANO A,MAT.A,CE1,10.1,9,6,8,10
1199,2014/2015,14/15 - 12º ANO A,MAT.A,CE2,14.5,9,6,8,10
1199,2014/2015,14/15 - 12º ANO A,PORT.,CE1,9.7,10,9,11,10
1199,2014/2015,14/15 - 12º ANO A,PORT.,CE2,11.9,10,9,11,10
1200,2013/2014,13/14 - 11º ANO B,ECON.A,CE1,14.8,13,14,15,15
1200,2013/2014,13/14 - 11º ANO B,GEOG.A,CE1,14.5,15,15,16,15
1200,2014/2015,14/15 - 12º ANO B,MAT.A,CE1,9.1,13,11,11,14
1200,2014/2015,14/15 - 12º ANO B,MAT.A,CE2,9.5,13,11,11,14
1200,2014/2015,14/15 - 12º ANO B,PORT.,CE1,10.1,10,10,13,13
1202,2012/2013,12/13 - 11º ANO C,FILO.,CE1,14.4,10,12,11,12
1202,2012/2013,12/13 - 11º ANO C,GEOG.A,CE1,12.5,12,14,14,14
1202,2013/2014,13/14 - 12º ANO C,HIST.A,CE1,14.0,16,17,18,15
1202,2013/2014,13/14 - 12º ANO C,PORT.,CE1,14.5,12,12,13,13
1204,2013/2014,13/14 - 11º ANO A,FILO.,CE1,17.8,17,17,17,18
1204,2013/2014,13/14 - 11º ANO A,FÍS.QUÍM.A,CE1,11.0,17,15,16,16
1204,2013/2014,13/14 - 11º ANO A,FÍS.QUÍM.A,CE2,15.6,17,15,16,16
1204,2014/2015,14/15 - 12º ANO A,MAT.A,CE1,18.3,16,16,17,17
1204,2014/2015,14/15 - 12º ANO A,MAT.A,CE2,19.8,16,16,17,17
1204,2014/2015,14/15 - 12º ANO A,PORT.,CE1,11.9,10,15,17,16
1204,2014/2015,14/15 - 12º ANO A,PORT.,CE2,14.5,10,15,17,16
1205,2013/2014,13/14 - 11º ANO C,FILO.,CE1,15.8,14,15,14,14
1205,2013/2014,13/14 - 11º ANO C,LIT.PORT.,CE1,14.5,14,15,15,15
1205,2014/2015,14/15 - 12º ANO C,HIST.A,CE1,9.6,12,13,13,13
1205,2014/2015,14/15 - 12º ANO C,PORT.,CE1,12.7,14,15,18,15
1205,2014/2015,14/15 - 12º ANO C,PORT.,CE2,11.7,14,15,18,15
1208,2013/2014,13/14 - 11º ANO C,FILO.,CE1,14.9,12,14,14,14
1208,2013/2014,13/14 - 11º ANO C,LIT.PORT.,CE1,15.0,15,15,16,16
1208,2014/2015,14/15 - 12º ANO C,HIST.A,CE1,13.8,15,15,15,15
1208,2014/2015,14/15 - 12º ANO C,PORT.,CE1,15.0,13,14,15,14
1209,2013/2014,13/14 - 11º ANO B,ECON.A,CE1,15.5,14,14,15,15
1209,2013/2014,13/14 - 11º ANO B,FILO.,CE1,18.5,19,18,18,18
1209,2014/2015,14/15 - 12º ANO B,MAT.A,CE1,18.2,12,13,16,16
1209,2014/2015,14/15 - 12º ANO B,PORT.,CE1,11.1,15,16,17,16
1210,2013/2014,13/14 - 11º ANO C,FILO.,CE1,14.9,11,10,12,12
1210,2013/2014,13/14 - 11º ANO C,LIT.PORT.,CE1,14.7,13,14,14,13
1210,2014/2015,14/15 - 12º ANO C,HIST.A,CE1,10.8,13,13,13,13
1210,2014/2015,14/15 - 12º ANO C,PORT.,CE1,14.6,15,15,18,15
1211,2012/2013,12/13 - 10º ANO A,BIO.GEO.,CE1,10.2,12,11,10,
1211,2012/2013,12/13 - 10º ANO A,FÍS.QUÍM.A,CE1,9.3,10,9,10,
1211,2014/2015,14/15 - 12º ANO A,MAT.A,CE1,14.1,8,8,11,10
1211,2014/2015,14/15 - 12º ANO A,PORT.,CE1,10.5,12,11,12,11
1214,2013/2014,13/14 - 11º ANO A,BIO.GEO.,CE1,10.0,8,9,9,10
1214,2013/2014,13/14 - 11º ANO A,FÍS.QUÍM.A,CE1,7.5,9,8,9,10
1214,2013/2014,13/14 - 11º ANO A,FÍS.QUÍM.A,CE2,6.5,9,8,9,10
1214,2014/2015,14/15 - 12º ANO A,MAT.A,CE1,5.2,7,7,8,9
1214,2014/2015,14/15 - 12º ANO A,PORT.,CE1,11.7,12,11,12,12
1216,2013/2014,13/14 - 11º ANO C,FILO.,CE1,9.5,10,10,10,10
1216,2013/2014,13/14 - 11º ANO C,LIT.PORT.,CE1,14.0,8,8,11,11
1216,2014/2015,14/15 - 12º ANO C,HIST.A,CE1,16.5,10,10,10,10
1216,2014/2015,14/15 - 12º ANO C,PORT.,CE1,14.8,8,8,11,11
1217,2014/2015,14/15 - 12º ANO A,PORT.,CE1,15.0,12,15,17,15
1352,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,9.2,11,11,11,12
1352,2018/2019,18/19 - 11º ANO A2,GEO.DESC.A,CE1,18.2,18,17,18,17
1354,2018/2019,18/19 - 11º ANO A1,BIO.GEO.,CE1,15.8,16,15,15,15
1354,2018/2019,18/19 - 11º ANO A1,BIO.GEO.,CE2,16.8,16,15,15,15
1354,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE1,17.1,13,15,16,17
1354,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE2,14.0,13,15,16,17
1355,2018/2019,18/19 - 11º ANO D,GEO.DESC.A,CE1,13.5,18,17,14,14
1355,2018/2019,18/19 - 11º ANO D,GEO.DESC.A,CE2,11.0,18,17,14,14
1355,2018/2019,18/19 - 11º ANO D,HCA,CE1,19.2,13,14,15,14
1357,2018/2019,18/19 - 11º ANO B2,ECON.A,CE1,17.6,18,18,18,18
1357,2018/2019,18/19 - 11º ANO B2,HIST. B,CE1,14.8,17,17,17,17
1359,2018/2019,18/19 - 11º ANO B2,ECON.A,CE1,13.5,15,16,16,15
1359,2018/2019,18/19 - 11º ANO B2,ECON.A,CE2,16.3,15,16,16,15
1359,2018/2019,18/19 - 11º ANO B2,HIST. B,CE1,13.6,16,16,16,16
1359,2018/2019,18/19 - 11º ANO B2,HIST. B,CE2,13.5,16,16,16,16
1360,2018/2019,18/19 - 11º ANO B1,ECON.A,CE1,15.6,15,14,15,16
1360,2018/2019,18/19 - 11º ANO B1,GEOG.A,CE1,12.0,17,17,17,16
1360,2018/2019,18/19 - 11º ANO B1,GEOG.A,CE2,15.7,17,17,17,16
1364,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE1,4.9,8,8,8,9
1364,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE2,9.1,8,8,8,9
1367,2018/2019,18/19 - 11º ANO D,GEO.DESC.A,CE1,18.1,18,18,19,18
1367,2018/2019,18/19 - 11º ANO D,HCA,CE1,14.1,13,13,14,13
1368,2018/2019,18/19 - 11º ANO A1,BIO.GEO.,CE1,13.6,14,14,14,14
1368,2018/2019,18/19 - 11º ANO A1,BIO.GEO.,CE2,14.8,14,14,14,14
1368,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE1,12.4,14,14,15,15
1368,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE2,10.9,14,14,15,15
1371,2018/2019,18/19 - 11º ANO A1,BIO.GEO.,CE1,16.6,15,15,15,16
1371,2018/2019,18/19 - 11º ANO A1,BIO.GEO.,CE2,14.6,15,15,15,16
1371,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE1,14.0,16,17,17,17
1371,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE2,15.1,16,17,17,17
1376,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,11.2,16,16,16,16
1376,2018/2019,18/19 - 11º ANO A2,GEO.DESC.A,CE1,19.3,20,19,20,20
1387,2018/2019,18/19 - 11º ANO A1,BIO.GEO.,CE1,10.2,11,12,12,12
1387,2018/2019,18/19 - 11º ANO A1,BIO.GEO.,CE2,12.6,11,12,12,12
1387,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE1,10.9,10,11,12,13
1387,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE2,13.1,10,11,12,13
1392,2018/2019,18/19 - 11º ANO B2,ECON.A,CE1,12.6,14,13,13,14
1392,2018/2019,18/19 - 11º ANO B2,ECON.A,CE2,12.4,14,13,13,14
1392,2018/2019,18/19 - 11º ANO B2,HIST. B,CE1,9.9,12,13,14,13
1392,2018/2019,18/19 - 11º ANO B2,HIST. B,CE2,10.6,12,13,14,13
1395,2018/2019,18/19 - 11º ANO C,MACS,CE1,10.7,16,13,13,12
1396,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,12.6,15,15,16,15
1396,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE2,11.7,15,15,16,15
1396,2018/2019,18/19 - 11º ANO A2,GEO.DESC.A,CE1,18.5,20,20,19,19
1401,2018/2019,18/19 - 11º ANO B2,ECON.A,CE1,16.9,18,17,17,18
1401,2018/2019,18/19 - 11º ANO B2,FILO.,CE1,16.0,18,18,18,18
1404,2018/2019,18/19 - 11º ANO B2,ECON.A,CE1,12.5,9,9,10,11
1404,2018/2019,18/19 - 11º ANO B2,HIST. B,CE1,9.8,10,10,11,11
1408,2018/2019,18/19 - 11º ANO C,FILO.,CE1,12.8,12,13,14,14
1408,2018/2019,18/19 - 11º ANO C,LIT.PORT.,CE1,15.8,17,16,16,17
1410,2017/2018,17/18 - 11º ANO A2,BIO.GEO.,CE1,11.0,9,10,10,10
1410,2017/2018,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE1,7.7,10,9,8,9
1410,2017/2018,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE2,11.5,10,9,8,9
1410,2018/2019,18/19 - 12º ANO A2,PORT.,CE1,12.8,11,11,11,11
1412,2017/2018,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE1,15.0,15,16,15,16
1412,2017/2018,17/18 - 11º ANO A3,GEO.DESC.A,CE1,19.8,16,19,20,20
1412,2018/2019,18/19 - 12º ANO A3,MAT.A,CE1,15.0,15,12,14,14
1412,2018/2019,18/19 - 12º ANO A3,PORT.,CE1,12.7,14,14,13,13
1416,2017/2018,17/18 - 11º ANO C,FILO.,CE1,11.2,10,10,10,11
1416,2017/2018,17/18 - 11º ANO C,GEOG.A,CE1,14.8,12,13,12,13
1416,2018/2019,18/19 - 12º ANO C,HIST.A,CE1,8.6,11,12,13,12
1416,2018/2019,18/19 - 12º ANO C,HIST.A,CE2,12.3,11,12,13,12
1416,2018/2019,18/19 - 12º ANO C,PORT.,CE1,13.0,10,10,11,11
1417,2016/2017,16/17 - 11º ANO D,FILO.,CE1,10.6,13,13,14,14
1417,2016/2017,16/17 - 11º ANO D,MAT.B,CE1,12.2,12,11,12,12
1417,2017/2018,17/18 - 12º ANO D,DES.A,CE1,16.9,16,17,17,17
1417,2017/2018,17/18 - 12º ANO D,DES.A,CE2,14.7,16,17,17,17
1417,2017/2018,17/18 - 12º ANO D,PORT.,CE1,9.1,12,12,12,12
1417,2017/2018,17/18 - 12º ANO D,PORT.,CE2,10.7,12,12,12,12
1418,2016/2017,16/17 - 11º ANO A1,BIO.GEO.,CE1,16.3,18,18,18,18
1418,2016/2017,16/17 - 11º ANO A1,BIO.GEO.,CE2,18.2,18,18,18,18
1418,2016/2017,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE1,16.1,17,19,19,18
1418,2016/2017,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE2,16.6,17,19,19,18
1418,2017/2018,17/18 - 12º ANO A1,MAT.A,CE1,17.7,19,19,19,19
1418,2017/2018,17/18 - 12º ANO A1,MAT.A,CE2,19.9,19,19,19,19
1418,2017/2018,17/18 - 12º ANO A1,PORT.,CE1,14.5,15,15,15,15
1420,2016/2017,16/17 - 11º ANO A2,FÍS.QUÍM.A,CE1,10.7,13,12,13,14
1420,2016/2017,16/17 - 11º ANO A2,FÍS.QUÍM.A,CE2,13.8,13,12,13,14
1420,2016/2017,16/17 - 11º ANO A2,GEO.DESC.A,CE1,13.0,15,14,16,17
1420,2016/2017,16/17 - 11º ANO A2,GEO.DESC.A,CE2,18.5,15,14,16,17
1420,2017/2018,17/18 - 12º ANO A2,MAT.A,CE1,12.2,12,13,12,13
1420,2017/2018,17/18 - 12º ANO A2,MAT.A,CE2,12.5,12,13,12,13
1420,2017/2018,17/18 - 12º ANO A2,PORT.,CE1,9.2,12,12,14,13
1420,2017/2018,17/18 - 12º ANO A2,PORT.,CE2,8.6,12,12,14,13
1425,2016/2017,16/17 - 11º ANO D,GEO.DESC.A,CE1,10.3,10,9,9,11
1425,2016/2017,16/17 - 11º ANO D,MAT.B,CE1,10.8,12,10,11,11
1425,2017/2018,17/18 - 12º ANO D,DES.A,CE1,15.8,14,14,14,14
1425,2017/2018,17/18 - 12º ANO D,PORT.,CE1,11.8,13,11,12,12
1435,2016/2017,16/17 - 11º ANO C,FILO.,CE1,9.6,14,13,13,14
1435,2016/2017,16/17 - 11º ANO C,LIT.PORT.,CE1,8.6,12,12,12,13
1435,2017/2018,17/18 - 12º ANO C,HIST.A,CE1,6.3,15,14,14,14
1435,2017/2018,17/18 - 12º ANO C,PORT.,CE1,9.5,11,11,13,13
1437,2015/2016,15/16 - 11º ANO A1,BIO.GEO.,CE1,11.5,17,16,17,18
1437,2015/2016,15/16 - 11º ANO A1,BIO.GEO.,CE2,14.5,17,16,17,18
1437,2015/2016,15/16 - 11º ANO A1,FILO.,CE1,17.1,18,18,18,18
1437,2015/2016,15/16 - 11º ANO A1,FÍS.QUÍM.A,CE1,15.3,14,15,16,16
1437,2015/2016,15/16 - 11º ANO A1,FÍS.QUÍM.A,CE2,15.5,14,15,16,16
1437,2016/2017,16/17 - 12º ANO A1,MAT.A,CE1,17.8,17,18,18,17
1437,2016/2017,16/17 - 12º ANO A1,PORT.,CE1,18.1,18,18,19,18
1438,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE1,11.9,15,16,16,16
1438,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE2,13.6,15,16,16,16
1438,2015/2016,15/16 - 11º ANO A2,GEO.DESC.A,CE1,19.1,15,16,18,17
1438,2016/2017,16/17 - 12º ANO A2,MAT.A,CE1,17.0,18,18,18,17
1438,2016/2017,16/17 - 12º ANO A2,MAT.A,CE2,19.8,18,18,18,17
1438,2016/2017,16/17 - 12º ANO A2,PORT.,CE1,14.0,13,13,13,14
1439,2015/2016,15/16 - 11º ANO D,GEO.DESC.A,CE1,11.5,18,17,18,17
1439,2015/2016,15/16 - 11º ANO D,HCA,CE1,10.8,13,13,13,14
1439,2015/2016,15/16 - 11º ANO D,HCA,CE2,11.9,13,13,13,14
1439,2016/2017,16/17 - 12º ANO D,DES.A,CE1,17.8,19,18,18,19
1439,2016/2017,16/17 - 12º ANO D,PORT.,CE1,12.8,15,14,14,15
1441,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE1,9.1,11,12,14,12
1441,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE2,11.1,11,12,14,12
1441,2016/2017,16/17 - 12º ANO A2,MAT.A,CE1,16.1,17,16,17,14
1441,2016/2017,16/17 - 12º ANO A2,PORT.,CE1,10.9,13,12,13,12
1442,2014/2015,14/15 - 11º ANO A1,BIO.GEO.,CE1,8.5,11,11,12,11
1442,2014/2015,14/15 - 11º ANO A1,BIO.GEO.,CE2,10.5,11,11,12,11
1442,2014/2015,14/15 - 11º ANO A1,FÍS.QUÍM.A,CE1,4.6,10,9,10,10
1442,2014/2015,14/15 - 11º ANO A1,FÍS.QUÍM.A,CE2,8.7,10,9,10,10
1442,2015/2016,15/16 - 12º ANO A1,MAT.A,CE1,10.1,9,10,9,10
1442,2015/2016,15/16 - 12º ANO A1,MAT.A,CE2,8.0,9,10,9,10
1442,2015/2016,15/16 - 12º ANO A1,PORT.,CE1,8.1,11,13,12,12
1442,2015/2016,15/16 - 12º ANO A1,PORT.,CE2,10.2,11,13,12,12
1444,2013/2014,13/14 - 11º ANO C,GEOG.A,CE1,9.8,8,9,11,11
1444,2014/2015,14/15 - 12º ANO C,HIST.A,CE1,9.0,10,10,10,10
1444,2014/2015,14/15 - 12º ANO C,PORT.,CE1,8.6,9,9,9,10
1445,2012/2013,12/13 - 11º ANO A,BIO.GEO.,CE1,11.9,9,10,11,14
1445,2012/2013,12/13 - 11º ANO A,BIO.GEO.,CE2,11.8,9,10,11,14
1445,2012/2013,12/13 - 11º ANO A,FÍS.QUÍM.A,CE1,9.7,8,10,10,11
1445,2012/2013,12/13 - 11º ANO A,FÍS.QUÍM.A,CE2,6.8,8,10,10,11
1445,2012/2013,12/13 - 11º ANO A,MAT.A,CE1,7.7,10,8,8,0
1445,2012/2013,12/13 - 11º ANO A,MAT.A,CE2,11.6,10,8,8,0
1445,2013/2014,13/14 - 12º ANO A,PORT.,CE1,13.8,13,14,14,12
1454,2018/2019,18/19 - 11º ANO A1,BIO.GEO.,CE1,11.5,14,13,13,12
1454,2018/2019,18/19 - 11º ANO A1,BIO.GEO.,CE2,12.8,14,13,13,12
1454,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE1,7.6,11,11,11,12
1454,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE2,9.5,11,11,11,12
1458,2018/2019,18/19 - 11º ANO B2,ECON.A,CE1,9.6,9,9,9,10
1458,2018/2019,18/19 - 11º ANO B2,HIST. B,CE1,8.9,11,12,13,12
1458,2018/2019,18/19 - 11º ANO B2,HIST. B,CE2,11.5,11,12,13,12
1459,2017/2018,17/18 - 11º ANO A2,FILO.,CE1,10.8,14,12,13,13
1459,2017/2018,17/18 - 11º ANO A2,FILO.,CE2,11.4,14,12,13,13
1459,2017/2018,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE1,7.6,9,8,8,10
1459,2017/2018,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE2,8.4,9,8,8,10
1460,2016/2017,16/17 - 11º ANO A1,BIO.GEO.,CE1,7.7,12,13,13,14
1460,2016/2017,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE1,9.7,14,16,15,14
1460,2016/2017,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE2,11.9,14,16,15,14
1460,2017/2018,17/18 - 12º ANO A1,MAT.A,CE1,13.5,15,15,14,15
1460,2017/2018,17/18 - 12º ANO A1,MAT.A,CE2,16.5,15,15,14,15
1460,2017/2018,17/18 - 12º ANO A1,PORT.,CE1,14.8,13,14,14,15
1461,2015/2016,15/16 - 11º ANO B,ECON.A,CE1,5.0,10,10,10,11
1461,2015/2016,15/16 - 11º ANO B,ECON.A,CE2,8.7,10,10,10,11
1461,2015/2016,15/16 - 11º ANO B,GEOG.A,CE1,10.5,13,12,12,12
1462,2014/2015,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE1,7.8,13,10,10,11
1462,2014/2015,14/15 - 11º ANO A2,GEO.DESC.A,CE1,10.7,13,11,12,12
1462,2014/2015,14/15 - 11º ANO A2,GEO.DESC.A,CE2,4.0,13,11,12,12
1462,2015/2016,15/16 - 12º ANO A2,MAT.A,CE1,11.2,10,10,12,11
1462,2015/2016,15/16 - 12º ANO A2,PORT.,CE1,13.1,13,12,12,12
1463,2013/2014,13/14 - 11º ANO B,ECON.A,CE1,10.2,12,14,14,13
1463,2013/2014,13/14 - 11º ANO B,FILO.,CE1,12.9,15,15,15,14
1463,2014/2015,14/15 - 12º ANO B,MAT.A,CE1,8.7,10,8,10,11
1463,2014/2015,14/15 - 12º ANO B,MAT.A,CE2,10.0,10,8,10,11
1463,2014/2015,14/15 - 12º ANO B,PORT.,CE1,10.1,12,11,12,12
1463,2014/2015,14/15 - 12º ANO B,PORT.,CE2,9.0,12,11,12,12
1467,2017/2018,17/18 - 11º ANO A2,BIO.GEO.,CE1,16.1,18,17,17,18
1467,2017/2018,17/18 - 11º ANO A2,BIO.GEO.,CE2,15.1,18,17,17,18
1467,2017/2018,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE1,17.2,18,18,19,19
1467,2017/2018,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE2,18.4,18,18,19,19
1467,2018/2019,18/19 - 12º ANO A2,MAT.A,CE1,19.1,20,20,20,20
1467,2018/2019,18/19 - 12º ANO A2,PORT.,CE1,16.6,18,18,18,18
1481,2013/2014,13/14 - 11º ANO A,BIO.GEO.,CE1,9.9,8,8,8,9
1481,2013/2014,13/14 - 11º ANO A,FÍS.QUÍM.A,CE1,6.3,11,10,11,12
1481,2014/2015,14/15 - 12º ANO A,MAT.A,CE1,9.1,10,11,11,11
1481,2014/2015,14/15 - 12º ANO A,PORT.,CE1,13.6,13,12,14,14
1486,2017/2018,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE1,1.8,9,9,8,9
1486,2017/2018,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE2,8.2,9,9,8,9
1486,2017/2018,17/18 - 11º ANO A3,GEO.DESC.A,CE1,9.0,14,14,12,13
1486,2017/2018,17/18 - 11º ANO A3,GEO.DESC.A,CE2,18.1,14,14,12,13
1486,2018/2019,18/19 - 12º ANO D,PORT.,CE1,9.8,10,9,10,11
1489,2017/2018,17/18 - 11º ANO C,FILO.,CE1,11.8,12,12,12,12
1489,2017/2018,17/18 - 11º ANO C,FILO.,CE2,11.6,12,12,12,12
1489,2017/2018,17/18 - 11º ANO C,MACS,CE1,15.7,10,10,10,11
1489,2018/2019,18/19 - 12º ANO C,HIST.A,CE1,8.8,10,10,11,10
1489,2018/2019,18/19 - 12º ANO C,PORT.,CE1,11.5,9,10,10,11
1492,2016/2017,16/17 - 11º ANO A1,FILO.,CE1,13.8,10,12,11,13
1492,2016/2017,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE1,6.2,11,11,10,10
1492,2016/2017,16/17 - 11º ANO A1,FÍS.QUÍM.A,CE2,9.5,11,11,10,10
1492,2017/2018,17/18 - 12º ANO A1,MAT.A,CE1,14.0,15,17,17,16
1492,2017/2018,17/18 - 12º ANO A1,MAT.A,CE2,12.0,15,17,17,16
1492,2017/2018,17/18 - 12º ANO A1,PORT.,CE1,8.7,12,13,12,13
1498,2012/2013,12/13 - 12º ANO B,HIST.A,CE1,17.5,17,18,18,14
1498,2012/2013,12/13 - 12º ANO B,PORT.,CE1,12.5,15,15,15,16
1507,2012/2013,12/13 - 12º ANO A,MAT.A,CE1,9.5,12,12,13,11
1507,2012/2013,12/13 - 12º ANO A,MAT.A,CE2,10.2,12,12,13,11
1510,2018/2019,18/19 - 11º ANO A1,BIO.GEO.,CE1,15.7,14,13,14,14
1510,2018/2019,18/19 - 11º ANO A1,BIO.GEO.,CE2,12.3,14,13,14,14
1510,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE1,13.5,15,16,16,16
1510,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE2,12.5,15,16,16,16
1511,2014/2015,14/15 - 11º ANO A2,BIO.GEO.,CE1,11.9,16,16,16,16
1511,2014/2015,14/15 - 11º ANO A2,BIO.GEO.,CE2,17.9,16,16,16,16
1511,2014/2015,14/15 - 11º ANO A2,FÍS.QUÍM.A,CE1,18.0,17,16,17,17
1511,2015/2016,15/16 - 12º ANO A2,MAT.A,CE1,13.1,19,18,20,19
1511,2015/2016,15/16 - 12º ANO A2,MAT.A,CE2,18.9,19,18,20,19
1511,2015/2016,15/16 - 12º ANO A2,PORT.,CE1,15.8,19,18,19,18
1511,2015/2016,15/16 - 12º ANO A2,PORT.,CE2,15.5,19,18,19,18
1514,2013/2014,13/14 - 11º ANO C,FILO.,CE1,13.8,9,10,11,12
1514,2013/2014,13/14 - 11º ANO C,LIT.PORT.,CE1,12.8,12,12,12,12
1569,2017/2018,17/18 - 11º ANO A2,FILO.,CE1,17.6,18,18,18,18
1569,2017/2018,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE1,18.7,16,17,18,17
1569,2017/2018,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE2,16.3,16,17,18,17
1569,2018/2019,18/19 - 12º ANO A2,MAT.A,CE1,19.0,16,16,17,17
1569,2018/2019,18/19 - 12º ANO A2,PORT.,CE1,18.0,17,16,18,17
1603,2018/2019,18/19 - 11º ANO B2,ECON.A,CE1,10.2,8,8,9,10
1603,2018/2019,18/19 - 11º ANO B2,ECON.A,CE2,10.2,8,8,9,10
1603,2018/2019,18/19 - 11º ANO B2,FILO.,CE1,7.6,9,9,10,10
