aluno_id,ano_letivo,turma,disciplina,fase,nota_exame_norm_0_20,nota_p1,nota_p2,nota_p3,cif
860,2017/2018,17/18 - 11º ANO A3,GEO.DESC.A,CE1,19.5,19,20,20,20
860,2018/2019,18/19 - 12º ANO A3,MAT.A,CE1,18.7,14,14,15,15
860,2018/2019,18/19 - 12º ANO A3,PORT.,CE1,13.0,11,12,13,13
862,2017/2018,17/18 - 11º ANO C,FILO.,CE1,18.8,18,18,18,18
862,2017/2018,17/18 - 11º ANO C,LIT.PORT.,CE1,18.5,19,19,19,19
862,2018/2019,18/19 - 12º ANO C,HIST.A,CE1,16.9,19,19,19,19
862,2018/2019,18/19 - 12º ANO C,PORT.,CE1,17.3,18,18,17,18
865,2017/2018,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE1,12.5,13,13,13,13
865,2017/2018,17/18 - 11º ANO A3,GEO.DESC.A,CE1,12.8,16,16,16,17
865,2018/2019,18/19 - 12º ANO A3,MAT.A,CE1,17.9,17,16,16,16
865,2018/2019,18/19 - 12º ANO A3,PORT.,CE1,10.7,13,12,12,13
866,2018/2019,18/19 - 12º ANO B,MAT.A,CE1,13.0,13,12,12,13
866,2018/2019,18/19 - 12º ANO B,PORT.,CE1,10.0,13,12,12,13
867,2017/2018,17/18 - 11º ANO A2,BIO.GEO.,CE1,14.9,12,11,12,12
867,2017/2018,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE1,11.4,9,8,10,11
867,2017/2018,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE2,11.7,9,8,10,11
867,2018/2019,18/19 - 12º ANO A2,MAT.A,CE1,12.5,10,11,12,11
867,2018/2019,18/19 - 12º ANO A2,PORT.,CE1,12.1,12,11,11,12
868,2017/2018,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE1,19.4,18,19,18,19
868,2017/2018,17/18 - 11º ANO A3,GEO.DESC.A,CE1,14.2,19,20,20,20
868,2017/2018,17/18 - 11º ANO A3,GEO.DESC.A,CE2,19.7,19,20,20,20
868,2018/2019,18/19 - 12º ANO A3,MAT.A,CE1,20.0,19,18,19,19
868,2018/2019,18/19 - 12º ANO A3,PORT.,CE1,16.6,17,17,18,18
869,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,8.2,10,11,10,11
869,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE2,5.8,10,11,10,11
869,2018/2019,18/19 - 11º ANO A2,GEO.DESC.A,CE1,18.5,12,17,18,19
876,2017/2018,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE1,10.7,13,12,13,14
876,2018/2019,18/19 - 12º ANO A1,MAT.A,CE1,15.2,13,13,13,14
876,2018/2019,18/19 - 12º ANO A1,PORT.,CE1,12.1,12,9,10,12
877,2017/2018,17/18 - 11º ANO C,FILO.,CE1,17.8,17,17,17,17
877,2017/2018,17/18 - 11º ANO C,MACS,CE1,16.9,15,16,16,16
877,2018/2019,18/19 - 12º ANO C,HIST.A,CE1,16.7,15,16,17,17
877,2018/2019,18/19 - 12º ANO C,PORT.,CE1,16.2,16,16,16,17
878,2017/2018,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE1,18.1,19,19,19,19
878,2017/2018,17/18 - 11º ANO A3,GEO.DESC.A,CE1,19.9,19,20,20,20
878,2018/2019,18/19 - 12º ANO A3,MAT.A,CE1,19.2,19,19,19,19
878,2018/2019,18/19 - 12º ANO A3,PORT.,CE1,15.7,17,17,17,17
879,2017/2018,17/18 - 11º ANO A1,BIO.GEO.,CE1,14.1,15,16,15,16
879,2017/2018,17/18 - 11º ANO A1,BIO.GEO.,CE2,12.0,15,16,15,16
879,2017/2018,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE1,13.2,16,17,16,17
879,2017/2018,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE2,16.2,16,17,16,17
879,2018/2019,18/19 - 12º ANO A1,MAT.A,CE1,17.9,16,18,18,18
879,2018/2019,18/19 - 12º ANO A1,PORT.,CE1,16.7,19,19,19,19
880,2017/2018,17/18 - 11º ANO C,FILO.,CE1,14.6,15,14,15,14
880,2017/2018,17/18 - 11º ANO C,LIT.PORT.,CE1,10.7,14,15,15,15
880,2018/2019,18/19 - 12º ANO C,HIST.A,CE1,10.7,16,17,18,14
880,2018/2019,18/19 - 12º ANO C,PORT.,CE1,12.9,14,14,14,13
882,2017/2018,17/18 - 11º ANO B,ECON.A,CE1,15.2,15,16,16,17
882,2017/2018,17/18 - 11º ANO B,FILO.,CE1,16.8,18,19,19,19
882,2017/2018,17/18 - 11º ANO B,FILO.,CE2,17.2,18,19,19,19
882,2018/2019,18/19 - 12º ANO B,MAT.A,CE1,13.5,15,15,15,15
882,2018/2019,18/19 - 12º ANO B,PORT.,CE1,15.2,17,18,17,18
882,2018/2019,18/19 - 12º ANO B,PORT.,CE2,15.8,17,18,17,18
884,2017/2018,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE1,8.2,8,8,9,10
884,2017/2018,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE2,8.8,8,8,9,10
884,2018/2019,18/19 - 12º ANO A2,MAT.A,CE1,9.8,8,7,8,9
884,2018/2019,18/19 - 12º ANO A2,PORT.,CE1,9.6,12,13,12,12
887,2017/2018,17/18 - 11º ANO A1,BIO.GEO.,CE1,14.5,16,16,16,17
887,2017/2018,17/18 - 11º ANO A1,BIO.GEO.,CE2,12.7,16,16,16,17
887,2017/2018,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE1,13.5,18,18,18,18
887,2017/2018,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE2,15.6,18,18,18,18
887,2018/2019,18/19 - 12º ANO A1,MAT.A,CE1,18.5,18,18,20,19
887,2018/2019,18/19 - 12º ANO A1,PORT.,CE1,18.0,19,19,20,19
888,2017/2018,17/18 - 11º ANO A1,BIO.GEO.,CE1,12.1,14,13,13,13
888,2017/2018,17/18 - 11º ANO A1,BIO.GEO.,CE2,9.5,14,13,13,13
888,2017/2018,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE1,11.9,14,14,14,14
888,2017/2018,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE2,17.6,14,14,14,14
888,2018/2019,18/19 - 12º ANO A1,MAT.A,CE1,16.2,14,15,15,15
888,2018/2019,18/19 - 12º ANO A1,PORT.,CE1,15.5,16,16,16,16
889,2017/2018,17/18 - 11º ANO D,GEO.DESC.A,CE1,3.2,13,15,14,12
889,2017/2018,17/18 - 11º ANO D,GEO.DESC.A,CE2,17.2,13,15,14,12
889,2017/2018,17/18 - 11º ANO D,HCA,CE1,11.8,10,11,11,11
890,2017/2018,17/18 - 11º ANO A3,GEO.DESC.A,CE1,6.2,9,14,13,14
892,2017/2018,17/18 - 11º ANO A3,FILO.,CE2,13.6,13,14,15,14
892,2017/2018,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE1,13.0,14,15,14,15
892,2017/2018,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE2,15.2,14,15,14,15
892,2017/2018,17/18 - 11º ANO A3,GEO.DESC.A,CE1,20.0,20,19,20,20
892,2018/2019,18/19 - 12º ANO A3,MAT.A,CE1,15.6,18,15,18,17
892,2018/2019,18/19 - 12º ANO A3,MAT.A,CE2,18.2,18,15,18,17
892,2018/2019,18/19 - 12º ANO A3,PORT.,CE1,13.1,12,12,12,13
893,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,18.4,19,19,19,19
893,2018/2019,18/19 - 11º ANO A2,GEO.DESC.A,CE1,16.1,20,20,19,20
893,2018/2019,18/19 - 11º ANO A2,GEO.DESC.A,CE2,19.8,20,20,19,20
894,2018/2019,18/19 - 11º ANO D,GEO.DESC.A,CE1,15.9,20,19,19,15
894,2018/2019,18/19 - 11º ANO D,HCA,CE1,14.5,13,13,14,12
895,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,17.5,19,19,19,19
895,2018/2019,18/19 - 11º ANO A2,GEO.DESC.A,CE1,19.8,20,20,20,20
896,2018/2019,18/19 - 11º ANO A1,BIO.GEO.,CE1,10.5,11,11,11,11
896,2018/2019,18/19 - 11º ANO A1,BIO.GEO.,CE2,11.9,11,11,11,11
896,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE1,10.1,14,14,15,13
896,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE2,11.7,14,14,15,13
898,2018/2019,18/19 - 11º ANO B2,ECON.A,CE1,14.2,12,13,13,14
898,2018/2019,18/19 - 11º ANO B2,ECON.A,CE2,17.7,12,13,13,14
898,2018/2019,18/19 - 11º ANO B2,FILO.,CE1,10.6,11,11,12,12
898,2018/2019,18/19 - 11º ANO B2,FILO.,CE2,12.8,11,11,12,12
900,2018/2019,18/19 - 11º ANO B1,ECON.A,CE1,10.2,9,9,10,10
900,2018/2019,18/19 - 11º ANO B1,GEOG.A,CE1,10.4,12,11,11,11
901,2018/2019,18/19 - 11º ANO A1,BIO.GEO.,CE1,14.9,16,15,16,16
901,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE1,14.8,16,17,17,17
902,2018/2019,18/19 - 11º ANO B2,FILO.,CE1,12.2,11,11,11,11
903,2018/2019,18/19 - 11º ANO B1,ECON.A,CE1,14.6,12,11,11,11
903,2018/2019,18/19 - 11º ANO B1,GEOG.A,CE1,13.2,13,13,14,15
903,2018/2019,18/19 - 11º ANO B1,GEOG.A,CE2,13.8,13,13,14,15
907,2018/2019,18/19 - 11º ANO A1,BIO.GEO.,CE1,17.6,17,17,17,18
907,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE1,16.9,19,19,19,19
907,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE2,16.7,19,19,19,19
908,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,10.9,15,15,16,17
908,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE2,16.1,15,15,16,17
908,2018/2019,18/19 - 11º ANO A2,GEO.DESC.A,CE1,16.0,20,20,20,20
908,2018/2019,18/19 - 11º ANO A2,GEO.DESC.A,CE2,18.6,20,20,20,20
909,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,14.6,17,18,18,18
909,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE2,17.5,17,18,18,18
909,2018/2019,18/19 - 11º ANO A2,GEO.DESC.A,CE1,19.3,20,20,20,20
912,2018/2019,18/19 - 11º ANO C,FILO.,CE1,14.6,13,13,14,14
912,2018/2019,18/19 - 11º ANO C,LIT.PORT.,CE1,15.0,16,16,16,17
1048,2017/2018,17/18 - 11º ANO A1,FILO.,CE1,10.6,11,11,12,12
1048,2017/2018,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE1,7.7,8,8,7,0
1048,2017/2018,17/18 - 11º ANO A1,FÍS.QUÍM.A,CE2,8.8,8,8,7,0
1048,2018/2019,18/19 - 12º ANO A1,PORT.,CE1,12.9,11,10,11,11
1049,2017/2018,17/18 - 11º ANO B,ECON.A,CE1,14.5,11,11,11,13
1049,2017/2018,17/18 - 11º ANO B,ECON.A,CE2,12.8,11,11,11,13
1049,2017/2018,17/18 - 11º ANO B,GEOG.A,CE1,15.4,12,13,13,15
1049,2018/2019,18/19 - 12º ANO B,MAT.A,CE1,12.6,13,13,12,13
1049,2018/2019,18/19 - 12º ANO B,MAT.A,CE2,14.7,13,13,12,13
1049,2018/2019,18/19 - 12º ANO B,PORT.,CE1,14.2,14,13,13,15
1051,2017/2018,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE1,13.5,18,17,17,17
1051,2017/2018,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE2,18.7,18,17,17,17
1051,2017/2018,17/18 - 11º ANO A3,GEO.DESC.A,CE1,18.7,16,17,19,20
1051,2018/2019,18/19 - 12º ANO A3,MAT.A,CE1,15.3,17,17,17,17
1051,2018/2019,18/19 - 12º ANO A3,MAT.A,CE2,15.5,17,17,17,17
1051,2018/2019,18/19 - 12º ANO A3,PORT.,CE1,17.1,17,17,18,18
1052,2017/2018,17/18 - 11º ANO A2,BIO.GEO.,CE1,12.5,12,13,13,13
1052,2017/2018,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE1,11.5,13,14,14,14
1052,2017/2018,17/18 - 11º ANO A2,FÍS.QUÍM.A,CE2,12.6,13,14,14,14
1052,2018/2019,18/19 - 12º ANO A2,MAT.A,CE1,14.5,11,13,15,15
1052,2018/2019,18/19 - 12º ANO A2,MAT.A,CE2,18.0,11,13,15,15
1052,2018/2019,18/19 - 12º ANO A2,PORT.,CE1,16.7,16,15,16,16
1061,2017/2018,17/18 - 11º ANO A3,FILO.,CE2,10.2,14,13,13,13
1061,2017/2018,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE1,8.8,14,13,13,14
1061,2017/2018,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE2,11.7,14,13,13,14
1061,2017/2018,17/18 - 11º ANO A3,GEO.DESC.A,CE1,14.9,17,17,18,19
1061,2018/2019,18/19 - 12º ANO A3,MAT.A,CE1,14.6,13,10,13,13
1061,2018/2019,18/19 - 12º ANO A3,PORT.,CE1,10.5,13,12,11,12
1063,2018/2019,18/19 - 11º ANO C,LIT.PORT.,CE1,10.7,9,8,8,9
1067,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE1,12.7,10,10,12,12
1067,2015/2016,15/16 - 11º ANO A2,GEO.DESC.A,CE1,18.5,18,19,20,19
1067,2015/2016,15/16 - 11º ANO A2,GEO.DESC.A,CE2,19.7,18,19,20,19
1067,2016/2017,16/17 - 12º ANO A2,PORT.,CE1,12.6,12,11,11,11
1068,2014/2015,14/15 - 11º ANO B,ECON.A,CE1,12.5,16,18,18,18
1068,2014/2015,14/15 - 11º ANO B,FILO.,CE1,16.6,18,17,18,18
1068,2015/2016,15/16 - 12º ANO B,MAT.A,CE1,16.7,19,18,18,18
1068,2015/2016,15/16 - 12º ANO B,PORT.,CE1,14.7,18,17,18,18
1068,2015/2016,15/16 - 12º ANO B,PORT.,CE2,14.5,18,17,18,18
1069,2014/2015,14/15 - 11º ANO A1,BIO.GEO.,CE1,10.8,16,15,15,15
1069,2014/2015,14/15 - 11º ANO A1,FÍS.QUÍM.A,CE1,14.5,15,13,15,16
1069,2015/2016,15/16 - 12º ANO A1,MAT.A,CE1,12.5,17,18,17,16
1069,2015/2016,15/16 - 12º ANO A1,PORT.,CE1,16.1,16,16,17,17
1070,2014/2015,14/15 - 11º ANO B,ECON.A,CE1,13.0,13,14,15,14
1070,2014/2015,14/15 - 11º ANO B,GEOG.A,CE1,14.7,14,15,16,16
1070,2015/2016,15/16 - 12º ANO B,MAT.A,CE1,15.6,14,17,16,16
1070,2015/2016,15/16 - 12º ANO B,MAT.A,CE2,17.7,14,17,16,16
1070,2015/2016,15/16 - 12º ANO B,PORT.,CE1,10.9,13,14,14,13
1071,2012/2013,12/13 - 11º ANO B,ECON.A,CE1,11.8,14,13,13,13
1071,2012/2013,12/13 - 11º ANO B,ECON.A,CE2,9.6,14,13,13,13
1071,2012/2013,12/13 - 11º ANO B,GEOG.A,CE1,13.6,12,14,14,14
1071,2012/2013,12/13 - 11º ANO B,GEOG.A,CE2,12.5,12,14,14,14
1071,2013/2014,13/14 - 12º ANO B,MAT.A,CE1,7.7,11,10,10,13
1071,2013/2014,13/14 - 12º ANO B,MAT.A,CE2,3.4,11,10,10,13
1071,2013/2014,13/14 - 12º ANO B,PORT.,CE1,14.6,10,12,12,13
1072,2012/2013,12/13 - 11º ANO A,FÍS.QUÍM.A,CE1,10.0,15,15,15,16
1072,2012/2013,12/13 - 11º ANO A,FÍS.QUÍM.A,CE2,13.9,15,15,15,16
1072,2012/2013,12/13 - 11º ANO A,GEO.DESC.A,CE1,16.6,16,17,18,17
1072,2012/2013,12/13 - 11º ANO A,GEO.DESC.A,CE2,10.5,16,17,18,17
1072,2013/2014,13/14 - 12º ANO A,MAT.A,CE1,11.5,12,11,10,13
1072,2013/2014,13/14 - 12º ANO A,PORT.,CE1,11.2,11,9,10,11
1074,2017/2018,17/18 - 11º ANO A3,FÍS.QUÍM.A,CE1,16.9,16,17,17,18
1074,2017/2018,17/18 - 11º ANO A3,GEO.DESC.A,CE1,19.7,19,20,20,20
1074,2018/2019,18/19 - 12º ANO A3,MAT.A,CE1,19.1,17,16,17,17
1074,2018/2019,18/19 - 12º ANO A3,PORT.,CE1,12.5,15,16,17,17
1077,2012/2013,12/13 - 11º ANO C,FILO.,CE1,14.4,8,10,10,10
1077,2012/2013,12/13 - 11º ANO C,LIT.PORT.,CE1,12.6,11,12,12,13
1077,2013/2014,13/14 - 12º ANO C,HIST.A,CE1,7.2,16,16,15,13
1077,2013/2014,13/14 - 12º ANO C,PORT.,CE1,14.8,13,13,13,12
1077,2013/2014,13/14 - 12º ANO C,PORT.,CE2,17.7,13,13,13,12
1080,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,16.3,17,17,17,17
1080,2018/2019,18/19 - 11º ANO A2,GEO.DESC.A,CE1,18.6,20,19,20,20
1084,2012/2013,12/13 - 11º ANO A,BIO.GEO.,CE1,8.0,12,13,13,12
1084,2012/2013,12/13 - 11º ANO A,FÍS.QUÍM.A,CE1,8.7,11,14,13,12
1085,2011/2012,11/12 - 11º ANO B,GEOG.A,CE1,17.1,18,17,16,17
1085,2012/2013,12/13 - 12º ANO B,HIST.A,CE1,19.8,17,18,19,18
1085,2012/2013,12/13 - 12º ANO B,PORT.,CE1,14.8,17,17,18,16
1089,2012/2013,12/13 - 11º ANO A,BIO.GEO.,CE1,8.2,12,13,13,14
1089,2012/2013,12/13 - 11º ANO A,BIO.GEO.,CE2,10.5,12,13,13,14
1089,2012/2013,12/13 - 11º ANO A,FÍS.QUÍM.A,CE1,8.5,11,12,12,13
1089,2012/2013,12/13 - 11º ANO A,FÍS.QUÍM.A,CE2,10.5,11,12,12,13
1089,2013/2014,13/14 - 12º ANO A,MAT.A,CE1,11.5,14,13,13,14
1089,2013/2014,13/14 - 12º ANO A,MAT.A,CE2,13.9,14,13,13,14
1089,2013/2014,13/14 - 12º ANO A,PORT.,CE1,12.5,11,12,12,13
1090,2018/2019,18/19 - 11º ANO B2,ECON.A,CE1,16.2,17,17,17,17
1090,2018/2019,18/19 - 11º ANO B2,HIST. B,CE1,15.5,18,18,18,18
1090,2018/2019,18/19 - 11º ANO B2,HIST. B,CE2,15.7,18,18,18,18
1092,2012/2013,12/13 - 11º ANO A,BIO.GEO.,CE1,7.7,14,14,15,15
1092,2012/2013,12/13 - 11º ANO A,BIO.GEO.,CE2,13.1,14,14,15,15
1092,2012/2013,12/13 - 11º ANO A,FILO.,CE1,13.6,17,17,18,17
1092,2012/2013,12/13 - 11º ANO A,FILO.,CE2,19.5,17,17,18,17
1093,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,8.6,12,13,13,13
1093,2018/2019,18/19 - 11º ANO A2,GEO.DESC.A,CE1,18.9,18,18,17,17
1095,2012/2013,12/13 - 11º ANO B,ECON.A,CE1,5.9,10,13,12,12
1095,2012/2013,12/13 - 11º ANO B,ECON.A,CE2,6.9,10,13,12,12
1095,2012/2013,12/13 - 11º ANO B,GEOG.A,CE1,10.1,13,11,12,12
1095,2012/2013,12/13 - 11º ANO B,GEOG.A,CE2,5.5,13,11,12,12
1096,2013/2014,13/14 - 11º ANO A,BIO.GEO.,CE1,15.9,14,13,14,14
1096,2013/2014,13/14 - 11º ANO A,FÍS.QUÍM.A,CE1,11.9,14,13,15,15
1096,2014/2015,14/15 - 12º ANO A,MAT.A,CE1,14.5,9,11,11,13
1096,2014/2015,14/15 - 12º ANO A,PORT.,CE1,13.5,11,9,13,13
1099,2014/2015,14/15 - 11º ANO A1,BIO.GEO.,CE1,5.1,12,11,11,10
1099,2014/2015,14/15 - 11º ANO A1,BIO.GEO.,CE2,10.8,12,11,11,10
1099,2014/2015,14/15 - 11º ANO A1,FÍS.QUÍM.A,CE1,10.0,10,11,11,11
1103,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE1,13.0,16,16,16,16
1103,2018/2019,18/19 - 11º ANO A2,FÍS.QUÍM.A,CE2,13.0,16,16,16,16
1103,2018/2019,18/19 - 11º ANO A2,GEO.DESC.A,CE1,15.6,18,17,18,19
1103,2018/2019,18/19 - 11º ANO A2,GEO.DESC.A,CE2,18.5,18,17,18,19
1105,2015/2016,15/16 - 11º ANO A1,BIO.GEO.,CE1,9.3,10,9,9,11
1105,2015/2016,15/16 - 11º ANO A1,FÍS.QUÍM.A,CE1,8.6,12,12,12,12
1108,2012/2013,12/13 - 11º ANO A,BIO.GEO.,CE1,7.1,9,10,11,12
1108,2012/2013,12/13 - 11º ANO A,FILO.,CE1,15.7,11,11,11,13
1110,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE1,14.2,11,15,16,14
1110,2015/2016,15/16 - 11º ANO A2,GEO.DESC.A,CE1,16.9,14,17,17,15
1110,2016/2017,16/17 - 12º ANO A2,MAT.A,CE1,12.3,15,14,16,15
1110,2016/2017,16/17 - 12º ANO A2,MAT.A,CE2,16.6,15,14,16,15
1110,2016/2017,16/17 - 12º ANO A2,PORT.,CE1,12.9,13,14,13,14
1111,2015/2016,15/16 - 11º ANO A1,BIO.GEO.,CE1,10.0,12,13,13,15
1111,2015/2016,15/16 - 11º ANO A1,FÍS.QUÍM.A,CE1,9.8,13,13,13,15
1111,2015/2016,15/16 - 11º ANO A1,FÍS.QUÍM.A,CE2,12.5,13,13,13,15
1115,2014/2015,14/15 - 11º ANO A1,BIO.GEO.,CE1,7.5,10,10,10,11
1115,2015/2016,15/16 - 12º ANO A1,MAT.A,CE1,6.0,9,8,10,10
1115,2015/2016,15/16 - 12º ANO A1,MAT.A,CE2,7.6,9,8,10,10
1115,2015/2016,15/16 - 12º ANO A1,PORT.,CE1,9.5,12,13,12,13
1118,2018/2019,18/19 - 11º ANO C,FILO.,CE1,13.2,12,12,13,13
1119,2018/2019,18/19 - 11º ANO A1,BIO.GEO.,CE1,19.1,19,18,18,18
1119,2018/2019,18/19 - 11º ANO A1,FÍS.QUÍM.A,CE1,18.4,19,19,19,19
1124,2012/2013,12/13 - 11º ANO B,ECON.A,CE1,10.8,14,15,14,16
1124,2012/2013,12/13 - 11º ANO B,ECON.A,CE2,6.8,14,15,14,16
1124,2012/2013,12/13 - 11º ANO B,GEOG.A,CE1,9.6,15,14,14,14
1124,2012/2013,12/13 - 11º ANO B,GEOG.A,CE2,11.1,15,14,14,14
1124,2013/2014,13/14 - 12º ANO B,MAT.A,CE1,3.7,7,6,7,0
1124,2013/2014,13/14 - 12º ANO B,MAT.A,CE2,6.8,7,6,7,0
1124,2013/2014,13/14 - 12º ANO B,PORT.,CE1,16.0,11,9,8,11
1126,2015/2016,15/16 - 11º ANO B,ECON.A,CE1,7.3,17,17,18,15
1126,2015/2016,15/16 - 11º ANO B,ECON.A,CE2,12.2,17,17,18,15
1126,2015/2016,15/16 - 11º ANO B,GEOG.A,CE1,11.7,16,15,15,15
1126,2016/2017,16/17 - 12º ANO B,MAT.A,CE1,11.6,14,13,14,14
1126,2016/2017,16/17 - 12º ANO B,MAT.A,CE2,16.2,14,13,14,14
1126,2016/2017,16/17 - 12º ANO B,PORT.,CE1,11.7,13,14,15,14
1128,2012/2013,12/13 - 11º ANO A,FILO.,CE1,7.3,9,8,7,0
1128,2012/2013,12/13 - 11º ANO A,FILO.,CE2,5.5,9,8,7,0
1129,2013/2014,13/14 - 11º ANO B,ECON.A,CE1,8.8,9,11,11,10
1129,2013/2014,13/14 - 11º ANO B,GEOG.A,CE1,8.1,12,13,13,12
1129,2014/2015,14/15 - 12º ANO B,PORT.,CE1,11.0,9,8,9,10
1133,2014/2015,14/15 - 11º ANO A1,BIO.GEO.,CE1,5.2,9,9,10,11
1133,2014/2015,14/15 - 11º ANO A1,BIO.GEO.,CE2,12.1,9,9,10,11
1133,2014/2015,14/15 - 11º ANO A1,FILO.,CE1,11.3,14,14,13,13
1133,2015/2016,15/16 - 12º ANO A1,MAT.A,CE1,6.8,,,,0
1133,2015/2016,15/16 - 12º ANO A1,MAT.A,CE2,7.7,,,,0
1133,2015/2016,15/16 - 12º ANO A1,PORT.,CE1,10.5,12,12,11,12
1134,2015/2016,15/16 - 11º ANO C,LIT.PORT.,CE1,12.0,14,13,14,14
1134,2016/2017,16/17 - 12º ANO C,HIST.A,CE1,5.8,11,12,13,12
1134,2016/2017,16/17 - 12º ANO C,HIST.A,CE2,5.7,11,12,13,12
1134,2016/2017,16/17 - 12º ANO C,PORT.,CE1,7.9,13,13,14,14
1134,2016/2017,16/17 - 12º ANO C,PORT.,CE2,14.5,13,13,14,14
1135,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE1,12.8,13,13,13,13
1135,2015/2016,15/16 - 11º ANO A2,GEO.DESC.A,CE1,18.5,15,14,16,17
1135,2016/2017,16/17 - 12º ANO A2,MAT.A,CE1,11.7,11,13,11,13
1135,2016/2017,16/17 - 12º ANO A2,PORT.,CE1,12.7,13,12,12,13
1136,2015/2016,15/16 - 11º ANO B,ECON.A,CE1,15.3,14,16,17,18
1136,2015/2016,15/16 - 11º ANO B,FILO.,CE1,15.0,18,18,18,18
1136,2016/2017,16/17 - 12º ANO B,MAT.A,CE1,15.5,14,14,14,15
1136,2016/2017,16/17 - 12º ANO B,PORT.,CE1,16.0,15,16,17,16
1136,2016/2017,16/17 - 12º ANO B,PORT.,CE2,13.5,15,16,17,16
1142,2017/2018,17/18 - 11º ANO B,ECON.A,CE1,8.5,10,11,11,11
1142,2017/2018,17/18 - 11º ANO B,ECON.A,CE2,8.2,10,11,11,11
1142,2017/2018,17/18 - 11º ANO B,GEOG.A,CE1,9.8,12,12,13,13
1142,2018/2019,18/19 - 12º ANO B,MAT.A,CE1,10.0,12,12,12,12
1142,2018/2019,18/19 - 12º ANO B,MAT.A,CE2,12.5,12,12,12,12
1142,2018/2019,18/19 - 12º ANO B,PORT.,CE1,10.1,11,11,11,12
1160,2015/2016,15/16 - 11º ANO A2,FÍS.QUÍM.A,CE1,17.1,16,17,16,16
1160,2015/2016,15/16 - 11º ANO A2,GEO.DESC.A,CE1,19.5,18,16,17,17
1160,2016/2017,16/17 - 12º ANO A2,MAT.A,CE1,16.5,18,19,18,18
1160,2016/2017,16/17 - 12º ANO A2,PORT.,CE1,12.5,14,13,13,12
1161,2016/2017,16/17 - 12º ANO A1,MAT.A,CE1,20.0,14,18,20,18
1161,2016/2017,16/17 - 12º ANO A1,PORT.,CE1,17.6,16,16,16,17
1164,2013/2014,13/14 - 11º ANO A,BIO.GEO.,CE1,11.9,11,10,10,11
1164,2013/2014,13/14 - 11º ANO A,FÍS.QUÍM.A,CE1,11.1,13,11,13,13
1164,2013/2014,13/14 - 11º ANO A,FÍS.QUÍM.A,CE2,7.6,13,11,13,13
1164,2014/2015,14/15 - 12º ANO A,MAT.A,CE1,14.5,12,10,13,14
1164,2014/2015,14/15 - 12º ANO A,PORT.,CE1,11.1,12,12,12,12
1165,2012/2013,12/13 - 11º ANO B,ECON.A,CE1,11.4,14,14,15,16
1165,2012/2013,12/13 - 11º ANO B,ECON.A,CE2,14.8,14,14,15,16
1165,2012/2013,12/13 - 11º ANO B,GEOG.A,CE1,12.9,10,12,12,13
1165,2012/2013,12/13 - 11º ANO B,GEOG.A,CE2,10.8,10,12,12,13
1165,2013/2014,13/14 - 12º ANO B,MAT.A,CE1,8.8,14,11,12,12
1165,2013/2014,13/14 - 12º ANO B,MAT.A,CE2,12.7,14,11,12,12
