aluno_id,ano_letivo,nivel,ano_turma,turma,disciplina,fase,nota_exame_original,escala_original,nota_exame_norm_0_20,nota_p1,nota_p2,nota_p3,cif,cfd,epoca_atipica
1,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO A,MAT.,CE1,3,1-5,10.0,4,3,3,,3,False
1,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO A,PORT.,CE1,3,1-5,10.0,3,3,3,,3,False
1,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO C,MAT.,CE1,83,0-100,16.6,3,3,4,4,4,False
1,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO C,PORT.,CE1,76,0-100,15.2,3,3,3,3,3,False
2,2012/2013,2º Ciclo do Ensino Básico,6º,12/13 - 6º ANO B,MAT.,CE1,4,0-100,0.8,4,4,4,,4,False
2,2012/2013,2º Ciclo do Ensino Básico,6º,12/13 - 6º ANO B,PORT.,CE1,4,0-100,0.8,4,4,4,,4,False
2,2015/2016,3º Ciclo do Ensino Básico,9º,15/16 - 9º ANO B,MAT.,CE1,96,0-100,19.2,4,4,4,4,4,False
2,2015/2016,3º Ciclo do Ensino Básico,9º,15/16 - 9º ANO B,PORT.,CE1,73,0-100,14.6,4,4,4,4,4,False
6,2012/2013,3º Ciclo do Ensino Básico,9º,12/13 - 9º ANO B,MAT.,CE1,4,0-100,0.8,4,4,4,,4,False
6,2012/2013,3º Ciclo do Ensino Básico,9º,12/13 - 9º ANO B,PORT.,CE1,3,0-100,0.6,4,4,4,,4,False
7,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO A,LING.PORT,CE1,80,0-100,16.0,3,4,4,,4,False
7,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO A,MAT.,CE1,79,0-100,15.8,3,4,4,,4,False
7,2014/2015,3º Ciclo do Ensino Básico,9º,14/15 - 9º ANO C,MAT.,CE1,76,0-100,15.2,4,5,5,5,5,False
7,2014/2015,3º Ciclo do Ensino Básico,9º,14/15 - 9º ANO C,PORT.,CE1,59,0-100,11.8,3,3,3,3,3,False
9,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO A,MAT.,CE1,4,1-5,15.0,3,3,3,,3,False
9,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO A,PORT.,CE1,3,1-5,10.0,3,3,3,,3,False
9,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO A,MAT.,CE1,74,0-100,14.8,4,3,4,4,4,False
9,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO A,PORT.,CE1,53,0-100,10.6,3,4,4,4,4,False
9,2017/2018,3º Ciclo do Ensino Básico,9º,17/18 - 9º ANO B,MAT.,CE1,74,0-100,14.8,4,4,4,,4,False
9,2017/2018,3º Ciclo do Ensino Básico,9º,17/18 - 9º ANO B,PORT.,CE1,63,0-100,12.6,4,3,4,,4,False
11,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO B,MAT.,CE1,88,0-100,17.6,5,4,5,,5,False
11,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO B,PORT.,CE1,77,0-100,15.4,5,4,4,,4,False
11,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO A,MAT.,CE1,100,0-100,20.0,4,4,4,,4,False
11,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO A,PORT.,CE1,90,0-100,18.0,3,3,4,,4,False
13,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO C,LING.PORT,CE1,82,0-100,16.4,3,3,4,,4,False
13,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO C,MAT.,CE1,97,0-100,19.4,4,4,4,,4,False
13,2014/2015,3º Ciclo do Ensino Básico,9º,14/15 - 9º ANO B,MAT.,CE1,61,0-100,12.2,4,4,4,4,4,False
13,2014/2015,3º Ciclo do Ensino Básico,9º,14/15 - 9º ANO B,PORT.,CE1,45,0-100,9.0,4,3,3,3,3,False
14,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO A,MAT.,CE1,5,1-5,20.0,5,5,5,,5,False
14,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO A,PORT.,CE1,4,1-5,15.0,5,5,5,,5,False
14,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO A,MAT.,CE1,88,0-100,17.6,4,5,5,5,5,False
14,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO A,PORT.,CE1,90,0-100,18.0,4,4,4,4,4,False
14,2017/2018,3º Ciclo do Ensino Básico,9º,17/18 - 9º ANO A,MAT.,CE1,90,0-100,18.0,5,5,5,,5,False
14,2017/2018,3º Ciclo do Ensino Básico,9º,17/18 - 9º ANO A,PORT.,CE1,81,0-100,16.2,5,5,5,,5,False
16,2012/2013,3º Ciclo do Ensino Básico,9º,12/13 - 9º ANO B,MAT.,CE1,36,0-100,7.2,3,3,3,,3,False
16,2012/2013,3º Ciclo do Ensino Básico,9º,12/13 - 9º ANO B,PORT.,CE1,70,0-100,14.0,3,4,3,,3,False
17,2012/2013,2º Ciclo do Ensino Básico,6º,12/13 - 6º ANO B,MAT.,CE1,73,0-100,14.6,2,3,2,,3,False
17,2012/2013,2º Ciclo do Ensino Básico,6º,12/13 - 6º ANO B,PORT.,CE1,56,0-100,11.2,2,2,3,,3,False
17,2015/2016,3º Ciclo do Ensino Básico,9º,15/16 - 9º ANO C,MAT.,CE1,31,0-100,6.2,2,3,3,3,3,False
17,2015/2016,3º Ciclo do Ensino Básico,9º,15/16 - 9º ANO C,PORT.,CE1,53,0-100,10.6,2,3,3,3,3,False
18,2013/2014,2º Ciclo do Ensino Básico,6º,13/14 - 6º ANO E,MAT.,CE1,20,0-100,4.0,2,3,2,,2,False
18,2013/2014,2º Ciclo do Ensino Básico,6º,13/14 - 6º ANO E,PORT.,CE1,56,0-100,11.2,2,3,3,,3,False
18,2016/2017,3º Ciclo do Ensino Básico,9º,16/17 - 9º ANO D,MAT.,CE1,24,0-100,4.8,3,2,2,,2,False
18,2016/2017,3º Ciclo do Ensino Básico,9º,16/17 - 9º ANO D,PORT.,CE1,63,0-100,12.6,3,3,3,,3,False
19,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO B,MAT.,CE1,13,0-100,2.6,2,2,2,,2,False
19,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO B,PORT.,CE1,41,0-100,8.2,2,2,2,,2,False
22,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO C,MAT.,CE1,58,0-100,11.6,3,4,4,,4,False
22,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO C,PORT.,CE1,76,0-100,15.2,3,4,4,,4,False
22,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO D,MAT.,CE1,72,0-100,14.4,3,3,3,,3,False
22,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO D,PORT.,CE1,72,0-100,14.4,3,3,3,,3,False
23,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO C,MAT.,CE1,52,0-100,10.4,3,4,4,,4,False
23,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO C,PORT.,CE1,45,0-100,9.0,4,3,4,,3,False
23,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO C,MAT.,CE1,63,0-100,12.6,3,3,3,,3,False
23,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO C,PORT.,CE1,80,0-100,16.0,3,3,3,,3,False
24,2013/2014,3º Ciclo do Ensino Básico,9º,13/14 - 9º ANO A,MAT.,CE1,81,0-100,16.2,4,4,4,,4,False
24,2013/2014,3º Ciclo do Ensino Básico,9º,13/14 - 9º ANO A,PORT.,CE1,64,0-100,12.8,3,3,3,,3,False
25,2017/2018,3º Ciclo do Ensino Básico,9º,17/18 - 9º ANO D,MAT.,CE1,76,0-100,15.2,4,4,3,,3,False
25,2017/2018,3º Ciclo do Ensino Básico,9º,17/18 - 9º ANO D,PORT.,CE1,75,0-100,15.0,4,4,4,,4,False
26,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO D,MAT.,CE1,57,0-100,11.4,3,3,3,3,3,False
26,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO D,PORT.,CE1,70,0-100,14.0,3,3,3,3,3,False
27,2013/2014,2º Ciclo do Ensino Básico,6º,13/14 - 6º ANO A,MAT.,CE1,72,0-100,14.4,3,4,3,,3,False
27,2013/2014,2º Ciclo do Ensino Básico,6º,13/14 - 6º ANO A,PORT.,CE1,52,0-100,10.4,3,3,3,,3,False
27,2016/2017,3º Ciclo do Ensino Básico,9º,16/17 - 9º ANO D,MAT.,CE1,83,0-100,16.6,4,3,4,,4,False
27,2016/2017,3º Ciclo do Ensino Básico,9º,16/17 - 9º ANO D,PORT.,CE1,64,0-100,12.8,3,3,3,,3,False
28,2012/2013,2º Ciclo do Ensino Básico,6º,12/13 - 6º ANO E,MAT.,CE1,3,0-100,0.6,3,3,3,,3,False
28,2012/2013,2º Ciclo do Ensino Básico,6º,12/13 - 6º ANO E,PORT.,CE1,3,0-100,0.6,3,2,3,,3,False
28,2015/2016,3º Ciclo do Ensino Básico,9º,15/16 - 9º ANO D,MAT.,CE1,70,0-100,14.0,3,3,3,3,3,False
28,2015/2016,3º Ciclo do Ensino Básico,9º,15/16 - 9º ANO D,PORT.,CE1,56,0-100,11.2,3,3,3,3,3,False
30,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO A,MAT.,CE1,74,0-100,14.8,3,4,4,,4,False
30,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO A,PORT.,CE1,66,0-100,13.2,4,3,3,,3,False
30,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO B,MAT.,CE1,84,0-100,16.8,3,4,4,,4,False
30,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO B,PORT.,CE1,70,0-100,14.0,2,3,3,,3,False
31,2013/2014,3º Ciclo do Ensino Básico,9º,13/14 - 9º ANO C,MAT.,CE1,63,0-100,12.6,3,3,3,,3,False
31,2013/2014,3º Ciclo do Ensino Básico,9º,13/14 - 9º ANO C,PORT.,CE1,58,0-100,11.6,3,3,3,,3,False
33,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO B,MAT.,CE1,5,1-5,20.0,4,4,4,,4,False
33,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO B,PORT.,CE1,4,1-5,15.0,4,5,5,,5,False
34,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO D,MAT.,CE1,81,0-100,16.2,5,5,5,,5,False
34,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO D,PORT.,CE1,82,0-100,16.4,5,5,5,,5,False
34,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO B,MAT.,CE1,90,0-100,18.0,5,5,5,,5,False
34,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO B,PORT.,CE1,92,0-100,18.4,5,4,5,,5,False
37,2012/2013,2º Ciclo do Ensino Básico,6º,12/13 - 6º ANO C,MAT.,CE1,4,0-100,0.8,3,4,4,,4,False
37,2012/2013,2º Ciclo do Ensino Básico,6º,12/13 - 6º ANO C,PORT.,CE1,3,0-100,0.6,3,2,3,,3,False
37,2015/2016,3º Ciclo do Ensino Básico,9º,15/16 - 9º ANO D,MAT.,CE1,76,0-100,15.2,4,4,4,4,4,False
37,2015/2016,3º Ciclo do Ensino Básico,9º,15/16 - 9º ANO D,PORT.,CE1,54,0-100,10.8,3,3,3,3,3,False
38,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO A,LING.PORT,CE1,71,0-100,14.2,3,3,3,,3,False
38,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO A,MAT.,CE1,71,0-100,14.2,3,3,3,,3,False
38,2014/2015,3º Ciclo do Ensino Básico,9º,14/15 - 9º ANO D,MAT.,CE1,70,0-100,14.0,2,3,3,3,3,False
38,2014/2015,3º Ciclo do Ensino Básico,9º,14/15 - 9º ANO D,PORT.,CE1,51,0-100,10.2,3,4,3,3,3,False
40,2013/2014,2º Ciclo do Ensino Básico,6º,13/14 - 6º ANO A,MAT.,CE1,70,0-100,14.0,3,3,3,,3,False
40,2013/2014,2º Ciclo do Ensino Básico,6º,13/14 - 6º ANO A,PORT.,CE1,53,0-100,10.6,3,3,3,,3,False
40,2016/2017,3º Ciclo do Ensino Básico,9º,16/17 - 9º ANO A,MAT.,CE1,71,0-100,14.2,3,3,3,,3,False
40,2016/2017,3º Ciclo do Ensino Básico,9º,16/17 - 9º ANO A,PORT.,CE1,50,0-100,10.0,3,3,3,,3,False
41,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO D,MAT.,CE1,92,0-100,18.4,5,5,5,,5,False
41,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO D,PORT.,CE1,73,0-100,14.6,4,4,5,,5,False
41,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO A,MAT.,CE1,98,0-100,19.6,5,5,5,,5,False
41,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO A,PORT.,CE1,74,0-100,14.8,3,4,4,,4,False
42,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO B,MAT.,CE1,73,0-100,14.6,4,4,4,,4,False
42,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO B,PORT.,CE1,76,0-100,15.2,4,4,4,,4,False
42,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO B,MAT.,CE1,78,0-100,15.6,3,3,3,,3,False
42,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO B,PORT.,CE1,65,0-100,13.0,3,3,3,,3,False
43,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO A,MAT.,CE1,87,0-100,17.4,4,4,5,,5,False
43,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO A,PORT.,CE1,90,0-100,18.0,4,5,5,,5,False
43,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO A,MAT.,CE1,99,0-100,19.8,4,4,4,,4,False
43,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO A,PORT.,CE1,95,0-100,19.0,4,4,4,,4,False
47,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO A,MAT.,CE1,59,0-100,11.8,3,4,4,,4,False
47,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO A,PORT.,CE1,74,0-100,14.8,3,3,3,,3,False
48,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO B,LING.PORT,CE1,92,0-100,18.4,3,3,3,,4,False
48,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO B,MAT.,CE1,86,0-100,17.2,3,3,4,,4,False
48,2014/2015,3º Ciclo do Ensino Básico,9º,14/15 - 9º ANO D,MAT.,CE1,60,0-100,12.0,3,3,3,3,3,False
48,2014/2015,3º Ciclo do Ensino Básico,9º,14/15 - 9º ANO D,PORT.,CE1,57,0-100,11.4,3,3,3,3,3,False
49,2022/2023,3º Ciclo do Ensino Básico,9º,22/23 - 9º ANO A - 1,MAT.,CE1,55,0-100,11.0,5,,5,,4,False
49,2022/2023,3º Ciclo do Ensino Básico,9º,22/23 - 9º ANO A - 1,PORT.,CE1,75,0-100,15.0,3,,3,,3,False
54,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO B,MAT.,CE1,89,0-100,17.8,4,4,5,,5,False
54,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO B,PORT.,CE1,73,0-100,14.6,4,4,4,,4,False
54,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO A,MAT.,CE1,86,0-100,17.2,4,4,4,,4,False
54,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO A,PORT.,CE1,75,0-100,15.0,3,4,4,,4,False
56,2014/2015,1º Ciclo do Ensino Básico,4º,14/15 - 4º ANO D,MAT.,CE1,87,0-100,17.4,4,4,4,4,4,False
56,2014/2015,1º Ciclo do Ensino Básico,4º,14/15 - 4º ANO D,PORT.,CE1,73,0-100,14.6,3,3,4,4,4,False
57,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO B,MAT.,CE1,44,0-100,8.8,3,3,3,,3,False
57,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO B,PORT.,CE1,66,0-100,13.2,3,3,3,,3,False
58,2012/2013,3º Ciclo do Ensino Básico,9º,12/13 - 9º ANO A,MAT.,CE1,4,0-100,0.8,4,4,4,,4,False
58,2012/2013,3º Ciclo do Ensino Básico,9º,12/13 - 9º ANO A,PORT.,CE1,3,0-100,0.6,4,4,4,,4,False
59,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO C,LING.PORT,CE1,61,0-100,12.2,3,3,3,,3,False
59,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO C,MAT.,CE1,55,0-100,11.0,2,3,2,,2,False
59,2014/2015,3º Ciclo do Ensino Básico,9º,14/15 - 9º ANO B,MAT.,CE1,72,0-100,14.4,3,3,3,3,3,False
59,2014/2015,3º Ciclo do Ensino Básico,9º,14/15 - 9º ANO B,PORT.,CE1,85,0-100,17.0,3,3,3,3,3,False
60,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO B,MAT.,CE1,75,0-100,15.0,4,4,4,,4,False
60,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO B,PORT.,CE1,78,0-100,15.6,4,5,5,,5,False
60,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO D,MAT.,CE1,77,0-100,15.4,4,4,4,,4,False
60,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO D,PORT.,CE1,87,0-100,17.4,5,5,5,,5,False
61,2014/2015,1º Ciclo do Ensino Básico,4º,14/15 - 4º ANO A,MAT.,CE1,60,0-100,12.0,3,4,4,4,4,False
61,2014/2015,1º Ciclo do Ensino Básico,4º,14/15 - 4º ANO A,PORT.,CE1,72,0-100,14.4,4,4,4,4,4,False
62,2014/2015,1º Ciclo do Ensino Básico,4º,14/15 - 4º ANO B,MAT.,CE1,64,0-100,12.8,4,4,4,4,4,False
62,2014/2015,1º Ciclo do Ensino Básico,4º,14/15 - 4º ANO B,PORT.,CE1,87,0-100,17.4,4,4,4,4,4,False
68,2014/2015,1º Ciclo do Ensino Básico,4º,14/15 - 4º ANO A,MAT.,CE1,81,0-100,16.2,4,4,4,4,4,False
68,2014/2015,1º Ciclo do Ensino Básico,4º,14/15 - 4º ANO A,PORT.,CE1,92,0-100,18.4,4,4,5,5,5,False
69,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO A,MAT.,CE1,5,1-5,20.0,5,5,5,,5,False
69,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO A,PORT.,CE1,4,1-5,15.0,5,5,5,,5,False
69,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO B,MAT.,CE1,90,0-100,18.0,4,4,5,5,5,False
69,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO B,PORT.,CE1,86,0-100,17.2,4,4,4,4,4,False
69,2017/2018,3º Ciclo do Ensino Básico,9º,17/18 - 9º ANO C,MAT.,CE1,90,0-100,18.0,5,5,5,,5,False
69,2017/2018,3º Ciclo do Ensino Básico,9º,17/18 - 9º ANO C,PORT.,CE1,90,0-100,18.0,4,4,4,,4,False
71,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO C,LING.PORT,CE1,77,0-100,15.4,4,4,4,,4,False
71,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO C,MAT.,CE1,91,0-100,18.2,3,4,4,,4,False
71,2014/2015,3º Ciclo do Ensino Básico,9º,14/15 - 9º ANO A,MAT.,CE1,74,0-100,14.8,4,3,4,4,4,False
71,2014/2015,3º Ciclo do Ensino Básico,9º,14/15 - 9º ANO A,PORT.,CE1,70,0-100,14.0,3,3,3,3,3,False
73,2012/2013,3º Ciclo do Ensino Básico,9º,12/13 - 9º ANO A,MAT.,CE1,2,0-100,0.4,3,3,3,,3,False
73,2012/2013,3º Ciclo do Ensino Básico,9º,12/13 - 9º ANO A,PORT.,CE1,3,0-100,0.6,3,3,3,,3,False
75,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO C,LING.PORT,CE1,68,0-100,13.6,3,3,3,,3,False
75,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO C,MAT.,CE1,67,0-100,13.4,3,2,2,,2,False
75,2014/2015,3º Ciclo do Ensino Básico,9º,14/15 - 9º ANO A,MAT.,CE1,52,0-100,10.4,2,2,2,2,2,False
75,2014/2015,3º Ciclo do Ensino Básico,9º,14/15 - 9º ANO A,PORT.,CE1,74,0-100,14.8,4,4,4,4,4,False
76,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO C,LING.PORT,CE1,68,0-100,13.6,3,3,3,,3,False
76,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO C,MAT.,CE1,50,0-100,10.0,2,3,3,,3,False
76,2014/2015,3º Ciclo do Ensino Básico,9º,14/15 - 9º ANO A,MAT.,CE1,71,0-100,14.2,3,3,3,3,3,False
76,2014/2015,3º Ciclo do Ensino Básico,9º,14/15 - 9º ANO A,PORT.,CE1,84,0-100,16.8,4,3,3,3,3,False
78,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO B,MAT.,CE1,4,1-5,15.0,3,3,3,,3,False
78,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO B,PORT.,CE1,3,1-5,10.0,3,3,3,,3,False
78,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO D,MAT.,CE1,66,0-100,13.2,3,3,3,3,3,False
78,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO D,PORT.,CE1,62,0-100,12.4,3,3,3,3,3,False
78,2017/2018,3º Ciclo do Ensino Básico,9º,17/18 - 9º ANO E,MAT.,CE1,41,0-100,8.2,3,3,3,,3,False
78,2017/2018,3º Ciclo do Ensino Básico,9º,17/18 - 9º ANO E,PORT.,CE1,84,0-100,16.8,3,3,4,,4,False
79,2014/2015,1º Ciclo do Ensino Básico,4º,14/15 - 4º ANO D,MAT.,CE1,88,0-100,17.6,5,5,5,5,5,False
79,2014/2015,1º Ciclo do Ensino Básico,4º,14/15 - 4º ANO D,PORT.,CE1,94,0-100,18.8,4,4,5,5,5,False
81,2014/2015,1º Ciclo do Ensino Básico,4º,14/15 - 4º ANO D,MAT.,CE1,63,0-100,12.6,4,4,4,4,4,False
81,2014/2015,1º Ciclo do Ensino Básico,4º,14/15 - 4º ANO D,PORT.,CE1,93,0-100,18.6,4,4,4,4,4,False
82,2014/2015,1º Ciclo do Ensino Básico,4º,14/15 - 4º ANO A,MAT.,CE1,96,0-100,19.2,5,5,5,5,5,False
82,2014/2015,1º Ciclo do Ensino Básico,4º,14/15 - 4º ANO A,PORT.,CE1,99,0-100,19.8,5,5,5,5,5,False
83,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO A,MAT.,CE1,4,1-5,15.0,4,4,4,,4,False
83,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO A,PORT.,CE1,3,1-5,10.0,4,5,5,,5,False
83,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO A,MAT.,CE1,86,0-100,17.2,4,4,4,4,4,False
83,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO A,PORT.,CE1,85,0-100,17.0,3,4,5,5,5,False
83,2017/2018,3º Ciclo do Ensino Básico,9º,17/18 - 9º ANO B,MAT.,CE1,84,0-100,16.8,4,4,3,,3,False
83,2017/2018,3º Ciclo do Ensino Básico,9º,17/18 - 9º ANO B,PORT.,CE1,78,0-100,15.6,3,3,3,,3,False
84,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO A,LING.PORT,CE1,70,0-100,14.0,3,3,3,,3,False
84,2011/2012,2º Ciclo do Ensino Básico,6º,11/12 - 6º ANO A,MAT.,CE1,80,0-100,16.0,2,3,3,,3,False
85,2012/2013,2º Ciclo do Ensino Básico,6º,12/13 - 6º ANO C,MAT.,CE1,4,0-100,0.8,4,4,4,,4,False
85,2012/2013,2º Ciclo do Ensino Básico,6º,12/13 - 6º ANO C,PORT.,CE1,4,0-100,0.8,3,3,3,,3,False
85,2015/2016,3º Ciclo do Ensino Básico,9º,15/16 - 9º ANO D,MAT.,CE1,90,0-100,18.0,3,3,4,4,4,False
85,2015/2016,3º Ciclo do Ensino Básico,9º,15/16 - 9º ANO D,PORT.,CE1,71,0-100,14.2,4,4,4,4,4,False
86,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO A,MAT.,CE1,4,1-5,15.0,5,5,5,,5,False
86,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO A,PORT.,CE1,4,1-5,15.0,5,5,5,,5,False
86,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO D,MAT.,CE1,86,0-100,17.2,4,4,5,5,5,False
86,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO D,PORT.,CE1,73,0-100,14.6,3,4,3,3,3,False
86,2017/2018,3º Ciclo do Ensino Básico,9º,17/18 - 9º ANO E,MAT.,CE1,70,0-100,14.0,5,4,4,,4,False
86,2017/2018,3º Ciclo do Ensino Básico,9º,17/18 - 9º ANO E,PORT.,CE1,80,0-100,16.0,3,4,4,,4,False
87,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO A,MAT.,CE1,4,1-5,15.0,4,4,5,,5,False
87,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO A,PORT.,CE1,4,1-5,15.0,4,4,4,,4,False
87,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO C,MAT.,CE1,83,0-100,16.6,3,3,4,4,4,False
87,2014/2015,2º Ciclo do Ensino Básico,6º,14/15 - 6º ANO C,PORT.,CE1,66,0-100,13.2,2,3,3,3,3,False
87,2017/2018,3º Ciclo do Ensino Básico,9º,17/18 - 9º ANO D,MAT.,CE1,70,0-100,14.0,3,2,3,,3,False
87,2017/2018,3º Ciclo do Ensino Básico,9º,17/18 - 9º ANO D,PORT.,CE1,58,0-100,11.6,3,2,3,,3,False
88,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO B,MAT.,CE1,65,0-100,13.0,3,4,4,,4,False
88,2013/2014,1º Ciclo do Ensino Básico,4º,13/14 - 4º ANO B,PORT.,CE1,63,0-100,12.6,3,4,3,,3,False
88,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO C,MAT.,CE1,71,0-100,14.2,4,4,4,,4,False
88,2018/2019,3º Ciclo do Ensino Básico,9º,18/19 - 9º ANO C,PORT.,CE1,55,0-100,11.0,2,3,3,,3,False
89,2012/2013,1º Ciclo do Ensino Básico,4º,12/13 - 4º ANO B,MAT.,CE1,4,1-5,15.0,4,4,4,,4,False
