aluno_id,ano_letivo,nivel,ano_turma,turma,disciplina,fase,nota_exame_original,escala_original,nota_exame_norm_0_20,nota_p1,nota_p2,nota_p3,cif,cfd,epoca_atipica
873,2015/2016,3º Ciclo do Ensino Básico,9º,15/16 - 9º ANO A,PORT.,CE1,42,0-100,8.4,3,3,3,3,3,False
876,2012/2013,2º Ciclo do Ensino Básico,6º,12/13 - 6º ANO E,MAT.,CE1,4,0-100,0.8,4,3,4,,4,False
876,2012/2013,2º Ciclo do Ensino Básico,6º,12/13 - 6º ANO E,PORT.,CE1,3,0-100,0.6,3,2,3,,3,False
876,2015/2016,3º Ciclo do Ensino Básico,9º,15/16 - 9º ANO D,MAT.,CE1,82,0-100,16.4,3,4,4,4,4,False
876,2015/2016,3º Ciclo do Ensino Básico,9º,15/16 - 9º ANO D,PORT.,CE1,51,0-100,10.2,3,4,4,4,4,False
877,2012/2013,2º Ciclo do Ensino Básico,6º,12/13 - 6º ANO C,MAT.,CE1,4,0-100,0.8,4,4,4,,4,False
877,2012/2013,2º Ciclo do Ensino Básico,6º,12/13 - 6º ANO C,PORT.,CE1,5,0-100,1.0,4,4,5,,5,False
878,2012/2013,2º Ciclo do Ensino Básico,6º,12/13 - 6º ANO B,MAT.,CE1,95,0-100,19.0,4,5,5,,5,False
878,2012/2013,2º Ciclo do Ensino Básico,6º,12/13 - 6º ANO B,PORT.,CE1,78,0-100,15.6,4,4,4,,4,False
878,2015/2016,3º Ciclo do Ensino Básico,9º,15/16 - 9º ANO A,MAT.,CE1,94,0-100,18.8,4,4,5,5,5,False
